,enter_time,leave_time
flow_14_0,1.0,56.0
flow_14_1,41.0,106.0
flow_0_0,50.0,77.0
flow_0_1,52.0,79.0
flow_0_2,55.0,82.0
flow_0_3,67.0,92.0
flow_0_4,79.0,116.0
flow_14_2,81.0,110.0
flow_0_5,91.0,119.0
flow_0_6,110.0,146.0
flow_0_7,115.0,149.0
flow_14_3,121.0,186.0
flow_0_8,127.0,153.0
flow_0_9,139.0,164.0
flow_1_0,140.0,165.0
flow_1_1,142.0,168.0
flow_1_2,145.0,170.0
flow_0_10,151.0,176.0
flow_14_4,161.0,190.0
flow_0_11,163.0,196.0
flow_1_3,164.0,196.0
flow_0_12,175.0,200.0
flow_0_13,200.0,227.0
flow_1_4,200.0,227.0
flow_14_5,201.0,236.0
flow_1_5,202.0,229.0
flow_0_14,202.0,229.0
flow_1_6,220.0,247.0
flow_0_15,220.0,247.0
flow_1_7,222.0,249.0
flow_0_16,223.0,249.0
flow_1_8,237.0,276.0
flow_14_6,241.0,306.0
flow_0_17,260.0,285.0
flow_0_18,262.0,288.0
flow_0_19,265.0,290.0
flow_0_20,271.0,296.0
flow_14_7,281.0,310.0
flow_0_21,290.0,336.0
flow_1_9,290.0,336.0
flow_1_10,292.0,340.0
flow_1_11,295.0,342.0
flow_1_12,297.0,345.0
flow_1_13,300.0,347.0
flow_1_14,302.0,350.0
flow_0_22,310.0,340.0
flow_0_23,312.0,342.0
flow_1_15,316.0,352.0
flow_1_16,319.0,355.0
flow_14_8,321.0,366.0
flow_0_24,340.0,376.0
flow_0_25,342.0,380.0
flow_0_26,360.0,385.0
flow_14_9,361.0,426.0
flow_0_27,363.0,388.0
flow_0_28,367.0,406.0
flow_0_29,379.0,410.0
flow_1_17,379.0,406.0
flow_15_0,380.0,426.0
flow_1_18,381.0,409.0
flow_15_1,382.0,430.0
flow_0_30,391.0,446.0
flow_1_19,397.0,446.0
flow_1_20,400.0,449.0
flow_14_10,401.0,430.0
flow_0_31,410.0,450.0
flow_15_2,410.0,435.0
flow_15_3,412.0,438.0
flow_1_21,417.0,476.0
flow_1_22,420.0,479.0
flow_0_32,430.0,476.0
flow_0_33,432.0,480.0
flow_15_4,440.0,467.0
flow_14_11,441.0,469.0
flow_15_5,442.0,469.0
flow_15_6,446.0,547.0
flow_15_7,448.0,550.0
flow_1_23,449.0,482.0
flow_1_24,452.0,485.0
flow_0_34,460.0,485.0
flow_0_35,462.0,488.0
flow_0_36,465.0,490.0
flow_1_25,470.0,495.0
flow_1_26,472.0,498.0
flow_1_27,475.0,500.0
flow_0_37,475.0,500.0
flow_1_28,477.0,516.0
flow_1_29,480.0,520.0
flow_14_12,481.0,546.0
flow_0_38,487.0,516.0
flow_0_39,499.0,524.0
flow_0_40,511.0,566.0
flow_1_30,517.0,566.0
flow_1_31,520.0,570.0
flow_14_13,521.0,550.0
flow_0_41,523.0,570.0
flow_14_14,561.0,589.0
flow_0_42,570.0,597.0
flow_1_32,570.0,597.0
flow_1_33,572.0,599.0
flow_0_43,572.0,599.0
flow_0_44,590.0,615.0
flow_0_45,592.0,618.0
flow_1_34,600.0,636.0
flow_14_15,601.0,676.0
flow_1_35,602.0,639.0
flow_15_8,609.0,676.0
flow_0_46,610.0,637.0
flow_0_47,612.0,639.0
flow_0_48,630.0,657.0
flow_1_36,630.0,657.0
flow_0_49,632.0,659.0
flow_1_37,632.0,659.0
flow_0_50,635.0,662.0
flow_1_38,635.0,662.0
