,enter_time,leave_time
flow_0_0,1.0,46.0
flow_12_0,1.0,29.0
flow_0_1,13.0,50.0
flow_0_2,25.0,53.0
flow_0_3,37.0,65.0
flow_12_1,41.0,86.0
flow_0_4,49.0,77.0
flow_0_5,61.0,96.0
flow_0_6,73.0,101.0
flow_12_2,81.0,109.0
flow_0_7,85.0,116.0
flow_0_8,97.0,125.0
flow_0_9,109.0,137.0
flow_12_3,121.0,149.0
flow_0_10,121.0,156.0
flow_0_11,133.0,161.0
flow_0_12,145.0,173.0
flow_0_13,157.0,196.0
flow_12_4,161.0,206.0
flow_1_0,163.0,196.0
flow_1_1,166.0,200.0
flow_0_14,169.0,199.0
flow_0_15,181.0,216.0
flow_0_16,193.0,221.0
flow_1_2,200.0,225.0
flow_12_5,201.0,266.0
flow_1_3,202.0,228.0
flow_0_17,205.0,256.0
flow_1_4,207.0,256.0
flow_1_5,210.0,260.0
flow_0_18,217.0,260.0
flow_0_19,229.0,276.0
flow_13_0,240.0,267.0
flow_12_6,241.0,270.0
flow_0_20,241.0,280.0
flow_1_6,250.0,277.0
flow_0_21,253.0,282.0
flow_0_22,265.0,293.0
flow_0_23,277.0,305.0
flow_13_1,279.0,316.0
flow_1_7,280.0,305.0
flow_12_7,281.0,316.0
flow_1_8,282.0,308.0
flow_1_9,285.0,310.0
flow_1_10,287.0,326.0
flow_0_24,289.0,326.0
flow_0_25,301.0,330.0
flow_0_26,313.0,346.0
flow_13_2,320.0,376.0
flow_12_8,321.0,376.0
flow_13_3,322.0,380.0
flow_0_27,325.0,353.0
flow_0_28,337.0,365.0
flow_13_4,340.0,396.0
flow_1_11,340.0,365.0
flow_1_12,342.0,368.0
flow_1_13,345.0,370.0
flow_1_14,347.0,386.0
flow_0_29,349.0,386.0
flow_0_30,361.0,390.0
flow_12_9,361.0,396.0
flow_0_31,373.0,406.0
flow_0_32,385.0,413.0
flow_1_15,387.0,412.0
flow_1_16,390.0,415.0
flow_1_17,392.0,417.0
flow_0_33,397.0,425.0
flow_12_10,401.0,466.0
flow_0_34,409.0,437.0
flow_1_18,410.0,435.0
flow_1_19,413.0,438.0
flow_0_35,421.0,456.0
flow_1_20,430.0,457.0
flow_13_5,430.0,466.0
flow_1_21,432.0,459.0
flow_13_6,432.0,470.0
flow_0_36,433.0,461.0
flow_1_22,435.0,476.0
flow_12_11,441.0,470.0
flow_1_23,443.0,480.0
flow_0_37,445.0,476.0
flow_0_38,457.0,485.0
flow_1_24,460.0,485.0
flow_1_25,463.0,488.0
flow_0_39,469.0,497.0
flow_1_26,479.0,504.0
flow_0_40,481.0,509.0
flow_12_12,481.0,516.0
flow_1_27,482.0,507.0
flow_0_41,493.0,526.0
flow_0_42,505.0,533.0
flow_0_43,517.0,545.0
flow_1_28,520.0,545.0
flow_12_13,521.0,556.0
flow_1_29,522.0,548.0
flow_1_30,525.0,550.0
flow_0_44,529.0,566.0
flow_0_45,541.0,570.0
flow_13_7,549.0,576.0
flow_1_31,550.0,586.0
flow_13_8,551.0,579.0
flow_1_32,552.0,590.0
flow_0_46,553.0,586.0
flow_12_14,561.0,616.0
flow_0_47,565.0,606.0
flow_1_33,570.0,606.0
flow_1_34,572.0,610.0
flow_0_48,577.0,610.0
flow_13_9,579.0,616.0
flow_13_10,581.0,620.0
flow_0_49,589.0,626.0
flow_1_35,590.0,626.0
flow_0_50,601.0,630.0
flow_12_15,601.0,656.0
flow_0_51,613.0,641.0
flow_1_36,620.0,645.0
flow_1_37,622.0,648.0
flow_0_52,625.0,666.0
flow_0_53,637.0,670.0
flow_1_38,640.0,667.0
flow_12_16,641.0,676.0
flow_1_39,642.0,669.0
flow_0_54,649.0,686.0
flow_13_11,660.0,716.0
flow_0_55,661.0,690.0
flow_1_40,670.0,706.0
flow_0_56,673.0,706.0
flow_1_41,677.0,710.0
flow_1_42,680.0,726.0
flow_12_17,681.0,716.0
flow_0_57,685.0,726.0
flow_0_58,697.0,730.0
flow_1_43,699.0,730.0
flow_0_59,709.0,746.0
flow_13_12,710.0,737.0
flow_13_13,712.0,739.0
flow_1_44,719.0,746.0
flow_0_60,721.0,750.0
flow_12_18,721.0,786.0
flow_1_45,722.0,749.0
flow_0_61,733.0,761.0
flow_0_62,745.0,773.0
flow_1_46,746.0,771.0
flow_1_47,748.0,773.0
flow_0_63,757.0,796.0
flow_12_19,761.0,790.0
flow_1_48,764.0,796.0
flow_1_49,767.0,799.0
flow_13_14,769.0,806.0
flow_0_64,769.0,799.0
flow_1_50,769.0,816.0
flow_13_15,772.0,810.0
flow_1_51,772.0,819.0
flow_0_65,781.0,816.0
flow_1_52,790.0,822.0
flow_0_66,793.0,821.0
flow_12_20,801.0,856.0
flow_0_67,805.0,833.0
flow_1_53,810.0,835.0
flow_1_54,816.0,841.0
flow_0_68,817.0,845.0
flow_1_55,820.0,845.0
flow_0_69,829.0,866.0
flow_1_56,839.0,866.0
flow_1_57,841.0,869.0
flow_0_70,841.0,870.0
flow_12_21,841.0,876.0
flow_13_16,850.0,876.0
flow_0_71,853.0,886.0
flow_0_72,865.0,906.0
flow_0_73,877.0,910.0
flow_12_22,881.0,916.0
flow_1_58,887.0,926.0
flow_0_74,889.0,926.0
flow_1_59,890.0,930.0
flow_1_60,892.0,932.0
flow_0_75,901.0,930.0
flow_1_61,910.0,935.0
flow_0_76,913.0,941.0
flow_1_62,917.0,956.0
flow_12_23,921.0,949.0
flow_0_77,925.0,956.0
flow_13_17,929.0,967.0
flow_1_63,931.0,959.0
flow_13_18,932.0,970.0
flow_0_78,937.0,976.0
flow_0_79,949.0,979.0
flow_1_64,950.0,977.0
flow_1_65,952.0,979.0
flow_12_24,961.0,989.0
flow_0_80,961.0,996.0
flow_13_19,970.0,1006.0
flow_1_66,970.0,997.0
flow_13_20,973.0,1010.0
flow_0_81,973.0,1001.0
flow_0_82,985.0,1016.0
flow_1_67,997.0,1022.0
flow_0_83,997.0,1025.0
flow_1_68,1000.0,1025.0
flow_12_25,1001.0,1066.0
flow_0_84,1009.0,1046.0
flow_1_69,1017.0,1046.0
flow_1_70,1020.0,1049.0
flow_0_85,1021.0,1050.0
flow_1_71,1022.0,1052.0
flow_0_86,1033.0,1061.0
flow_12_26,1041.0,1070.0
flow_0_87,1045.0,1086.0
flow_13_21,1050.0,1075.0
flow_1_72,1050.0,1086.0
flow_1_73,1053.0,1090.0
flow_1_74,1055.0,1092.0
flow_0_88,1057.0,1090.0
flow_0_89,1069.0,1097.0
flow_1_75,1080.0,1116.0
flow_12_27,1081.0,1109.0
flow_0_90,1081.0,1116.0
flow_0_91,1093.0,1121.0
flow_0_92,1105.0,1133.0
flow_1_76,1107.0,1132.0
flow_1_77,1110.0,1135.0
flow_1_78,1113.0,1138.0
flow_0_93,1117.0,1156.0
flow_12_28,1121.0,1149.0
flow_0_94,1129.0,1159.0
flow_1_79,1140.0,1176.0
flow_0_95,1141.0,1176.0
flow_1_80,1143.0,1180.0
flow_1_81,1146.0,1182.0
flow_1_82,1148.0,1185.0
flow_13_22,1150.0,1196.0
flow_1_83,1151.0,1187.0
flow_13_23,1152.0,1200.0
flow_0_96,1153.0,1181.0
flow_12_29,1161.0,1196.0
flow_0_97,1165.0,1206.0
flow_1_84,1169.0,1206.0
flow_13_24,1170.0,1216.0
flow_0_98,1177.0,1210.0
flow_0_99,1189.0,1226.0
flow_1_85,1200.0,1227.0
flow_12_30,1201.0,1236.0
flow_0_100,1201.0,1230.0
flow_0_101,1213.0,1256.0
flow_13_25,1220.0,1296.0
flow_13_26,1222.0,1300.0
flow_0_102,1225.0,1260.0
flow_0_103,1237.0,1265.0
flow_12_31,1241.0,1296.0
flow_1_86,1247.0,1272.0
flow_0_104,1249.0,1277.0
flow_1_87,1250.0,1275.0
flow_1_88,1252.0,1277.0
flow_1_89,1255.0,1280.0
flow_1_90,1257.0,1282.0
flow_1_91,1260.0,1285.0
flow_0_105,1261.0,1289.0
flow_0_106,1273.0,1306.0
flow_1_92,1279.0,1306.0
flow_12_32,1281.0,1316.0
flow_1_93,1282.0,1309.0
flow_0_107,1285.0,1326.0
flow_0_108,1297.0,1330.0
flow_13_27,1309.0,1346.0
flow_0_109,1309.0,1337.0
flow_1_94,1310.0,1335.0
flow_1_95,1312.0,1338.0
flow_1_96,1317.0,1356.0
flow_0_110,1321.0,1356.0
flow_12_33,1321.0,1349.0
flow_0_111,1333.0,1361.0
flow_1_97,1339.0,1364.0
flow_1_98,1341.0,1366.0
flow_0_112,1345.0,1373.0
flow_13_28,1350.0,1386.0
flow_0_113,1357.0,1396.0
flow_1_99,1359.0,1396.0
flow_12_34,1361.0,1389.0
flow_1_100,1361.0,1400.0
flow_0_114,1369.0,1399.0
flow_1_101,1379.0,1416.0
flow_13_29,1380.0,1407.0
flow_0_115,1381.0,1416.0
flow_1_102,1382.0,1420.0
flow_13_30,1382.0,1409.0
flow_0_116,1393.0,1421.0
flow_12_35,1401.0,1429.0
flow_0_117,1405.0,1436.0
flow_0_118,1417.0,1456.0
flow_0_119,1429.0,1459.0
flow_1_103,1437.0,1462.0
flow_1_104,1440.0,1465.0
flow_12_36,1441.0,1476.0
flow_0_120,1441.0,1469.0
flow_1_105,1443.0,1468.0
flow_1_106,1445.0,1470.0
flow_0_121,1453.0,1486.0
flow_13_31,1460.0,1536.0
flow_13_32,1462.0,1540.0
flow_0_122,1465.0,1493.0
flow_1_107,1469.0,1494.0
flow_1_108,1471.0,1496.0
flow_0_123,1477.0,1516.0
flow_1_109,1481.0,1516.0
flow_12_37,1481.0,1536.0
flow_1_110,1484.0,1520.0
flow_1_111,1486.0,1546.0
flow_0_124,1489.0,1519.0
flow_1_112,1489.0,1550.0
flow_0_125,1501.0,1546.0
flow_0_126,1513.0,1550.0
flow_1_113,1520.0,1552.0
flow_13_33,1520.0,1566.0
flow_12_38,1521.0,1566.0
flow_1_114,1522.0,1555.0
flow_0_127,1525.0,1553.0
flow_1_115,1530.0,1557.0
flow_1_116,1533.0,1560.0
flow_0_128,1537.0,1576.0
flow_0_129,1549.0,1579.0
