,enter_time,leave_time
flow_18_0,1.0,29.0
flow_18_1,41.0,69.0
flow_1_0,80.0,105.0
flow_18_2,81.0,146.0
flow_1_1,82.0,108.0
flow_0_0,104.0,129.0
flow_0_1,107.0,132.0
flow_0_2,109.0,134.0
flow_1_2,110.0,135.0
flow_1_3,112.0,138.0
flow_1_4,117.0,156.0
flow_1_5,120.0,160.0
flow_18_3,121.0,150.0
flow_1_6,130.0,162.0
flow_0_3,147.0,172.0
flow_1_7,150.0,175.0
flow_0_4,150.0,175.0
flow_0_5,152.0,177.0
flow_1_8,154.0,179.0
flow_18_4,161.0,196.0
flow_0_6,170.0,206.0
flow_0_7,172.0,210.0
flow_0_8,181.0,212.0
flow_1_9,190.0,215.0
flow_1_10,192.0,218.0
flow_0_9,193.0,218.0
flow_1_11,197.0,246.0
flow_18_5,201.0,256.0
flow_1_12,202.0,249.0
flow_19_0,209.0,256.0
flow_19_1,211.0,260.0
flow_0_10,229.0,266.0
flow_0_11,231.0,270.0
flow_0_12,234.0,286.0
flow_1_13,240.0,267.0
flow_18_6,241.0,306.0
flow_0_13,270.0,295.0
flow_1_14,270.0,295.0
flow_1_15,272.0,298.0
flow_0_14,273.0,298.0
flow_18_7,281.0,310.0
flow_1_16,290.0,317.0
flow_0_15,290.0,317.0
flow_1_17,292.0,319.0
flow_0_16,309.0,334.0
flow_1_18,310.0,335.0
flow_1_19,312.0,338.0
flow_1_20,315.0,340.0
flow_1_21,317.0,343.0
flow_18_8,321.0,356.0
flow_1_22,322.0,347.0
flow_0_17,327.0,366.0
flow_19_2,330.0,357.0
flow_0_18,330.0,370.0
flow_1_23,347.0,386.0
flow_1_24,350.0,390.0
flow_19_3,350.0,406.0
flow_19_4,353.0,410.0
flow_18_9,361.0,406.0
flow_0_19,367.0,392.0
flow_1_25,370.0,395.0
flow_0_20,370.0,395.0
flow_0_21,372.0,397.0
flow_1_26,373.0,398.0
flow_1_27,389.0,416.0
flow_0_22,390.0,417.0
flow_0_23,393.0,419.0
flow_1_28,394.0,420.0
flow_0_24,395.0,422.0
flow_0_25,397.0,424.0
flow_18_10,401.0,436.0
flow_0_26,420.0,447.0
flow_0_27,422.0,449.0
flow_1_29,429.0,454.0
flow_1_30,432.0,457.0
flow_18_11,441.0,476.0
flow_19_5,450.0,477.0
flow_1_31,450.0,486.0
flow_0_28,450.0,486.0
flow_0_29,457.0,490.0
flow_0_30,460.0,492.0
flow_19_6,469.0,507.0
flow_1_32,470.0,495.0
flow_1_33,472.0,498.0
flow_19_7,472.0,510.0
flow_0_31,477.0,516.0
flow_1_34,477.0,516.0
flow_1_35,480.0,520.0
flow_0_32,480.0,520.0
flow_18_12,481.0,509.0
flow_1_36,490.0,522.0
flow_0_33,510.0,535.0
flow_1_37,510.0,535.0
flow_0_34,513.0,538.0
flow_1_38,514.0,539.0
flow_0_35,516.0,541.0
flow_0_36,519.0,556.0
flow_18_13,521.0,576.0
flow_19_8,530.0,576.0
flow_1_39,540.0,565.0
flow_0_37,547.0,586.0
flow_1_40,547.0,586.0
flow_1_41,550.0,590.0
flow_0_38,550.0,590.0
flow_18_14,561.0,636.0
flow_1_42,569.0,606.0
flow_0_39,579.0,606.0
flow_0_40,582.0,609.0
flow_1_43,590.0,615.0
flow_1_44,597.0,622.0
flow_0_41,600.0,625.0
flow_1_45,600.0,625.0
flow_18_15,601.0,640.0
flow_0_42,602.0,628.0
flow_1_46,610.0,656.0
flow_0_43,617.0,656.0
flow_0_44,624.0,660.0
flow_0_45,627.0,686.0
flow_18_16,641.0,669.0
flow_1_47,650.0,686.0
flow_19_9,650.0,696.0
flow_19_10,652.0,700.0
flow_1_48,653.0,690.0
flow_19_11,670.0,716.0
flow_1_49,670.0,706.0
flow_19_12,672.0,719.0
flow_1_50,672.0,709.0
flow_0_46,680.0,707.0
flow_18_17,681.0,716.0
flow_0_47,682.0,709.0
flow_0_48,687.0,726.0
flow_1_51,690.0,726.0
flow_0_49,690.0,730.0
flow_1_52,692.0,729.0
flow_0_50,710.0,735.0
flow_0_51,712.0,738.0
flow_0_52,717.0,756.0
flow_1_53,720.0,756.0
flow_18_18,721.0,776.0
flow_1_54,722.0,760.0
flow_1_55,737.0,763.0
flow_1_56,740.0,765.0
flow_1_57,742.0,768.0
flow_1_58,754.0,786.0
flow_0_53,760.0,787.0
flow_18_19,761.0,796.0
flow_0_54,762.0,789.0
flow_0_55,777.0,806.0
flow_0_56,780.0,810.0
flow_19_13,780.0,816.0
flow_0_57,782.0,826.0
flow_19_14,782.0,820.0
flow_1_59,790.0,826.0
flow_1_60,792.0,830.0
flow_0_58,794.0,830.0
flow_1_61,795.0,832.0
flow_0_59,797.0,832.0
flow_18_20,801.0,846.0
flow_1_62,802.0,835.0
flow_19_15,810.0,846.0
flow_0_60,819.0,856.0
flow_0_61,839.0,864.0
flow_0_62,841.0,866.0
flow_18_21,841.0,896.0
flow_1_63,850.0,875.0
flow_1_64,852.0,878.0
flow_1_65,855.0,880.0
flow_1_66,857.0,883.0
flow_1_67,862.0,887.0
flow_0_63,867.0,906.0
flow_0_64,870.0,910.0
flow_1_68,874.0,906.0
flow_18_22,881.0,936.0
flow_19_16,890.0,936.0
flow_0_65,897.0,922.0
flow_0_66,900.0,925.0
flow_0_67,902.0,927.0
flow_0_68,905.0,930.0
flow_1_69,910.0,946.0
flow_1_70,912.0,950.0
flow_19_17,919.0,956.0
flow_19_18,921.0,960.0
flow_18_23,921.0,956.0
flow_1_71,930.0,966.0
flow_1_72,937.0,970.0
flow_1_73,940.0,972.0
flow_1_74,957.0,982.0
flow_1_75,960.0,985.0
flow_18_24,961.0,1036.0
flow_0_69,970.0,995.0
flow_0_70,972.0,998.0
flow_0_71,990.0,1015.0
flow_0_72,992.0,1018.0
flow_0_73,995.0,1020.0
flow_1_76,997.0,1022.0
flow_0_74,997.0,1023.0
flow_0_75,1000.0,1025.0
flow_1_77,1000.0,1025.0
flow_18_25,1001.0,1040.0
flow_1_78,1002.0,1027.0
flow_1_79,1006.0,1031.0
flow_19_19,1020.0,1076.0
flow_0_76,1020.0,1047.0
flow_1_80,1030.0,1055.0
flow_1_81,1037.0,1062.0
flow_19_20,1039.0,1080.0
flow_0_77,1040.0,1065.0
flow_18_26,1041.0,1076.0
flow_1_82,1042.0,1067.0
flow_0_78,1042.0,1068.0
flow_0_79,1045.0,1070.0
flow_0_80,1047.0,1086.0
flow_19_21,1070.0,1126.0
flow_19_22,1072.0,1130.0
flow_0_81,1079.0,1104.0
flow_1_83,1080.0,1105.0
flow_18_27,1081.0,1126.0
flow_1_84,1082.0,1108.0
flow_0_82,1084.0,1109.0
flow_1_85,1085.0,1110.0
flow_0_83,1087.0,1146.0
flow_1_86,1090.0,1146.0
flow_0_84,1109.0,1150.0
flow_19_23,1110.0,1156.0
flow_0_85,1112.0,1166.0
flow_18_28,1121.0,1156.0
flow_0_86,1130.0,1170.0
flow_1_87,1130.0,1166.0
flow_1_88,1132.0,1170.0
flow_19_24,1139.0,1186.0
flow_1_89,1150.0,1175.0
flow_1_90,1152.0,1178.0
flow_1_91,1155.0,1180.0
flow_18_29,1161.0,1189.0
flow_0_87,1190.0,1215.0
flow_1_92,1190.0,1215.0
flow_0_88,1192.0,1218.0
flow_1_93,1192.0,1218.0
flow_0_89,1195.0,1220.0
flow_0_90,1197.0,1223.0
flow_0_91,1200.0,1225.0
flow_19_25,1200.0,1266.0
flow_18_30,1201.0,1266.0
flow_0_92,1202.0,1228.0
flow_1_94,1210.0,1235.0
flow_1_95,1212.0,1238.0
flow_1_96,1215.0,1240.0
flow_1_97,1227.0,1252.0
flow_0_93,1229.0,1254.0
flow_0_94,1231.0,1256.0
flow_1_98,1234.0,1259.0
flow_18_31,1241.0,1270.0
flow_1_99,1246.0,1276.0
flow_0_95,1247.0,1276.0
flow_0_96,1250.0,1280.0
flow_0_97,1269.0,1294.0
flow_1_100,1270.0,1295.0
flow_0_98,1271.0,1296.0
flow_1_101,1273.0,1298.0
flow_19_26,1280.0,1307.0
flow_18_32,1281.0,1309.0
flow_1_102,1282.0,1326.0
flow_0_99,1290.0,1326.0
flow_0_100,1292.0,1330.0
flow_19_27,1320.0,1376.0
flow_18_33,1321.0,1376.0
flow_19_28,1322.0,1380.0
flow_1_103,1340.0,1367.0
flow_1_104,1342.0,1369.0
flow_0_101,1350.0,1386.0
flow_0_102,1352.0,1390.0
flow_1_105,1360.0,1387.0
flow_18_34,1361.0,1466.0
flow_1_106,1362.0,1389.0
flow_1_107,1380.0,1405.0
flow_1_108,1382.0,1408.0
flow_0_103,1390.0,1415.0
flow_0_104,1392.0,1418.0
flow_0_105,1395.0,1420.0
flow_0_106,1397.0,1423.0
flow_1_109,1400.0,1425.0
flow_0_107,1400.0,1425.0
flow_18_35,1401.0,1470.0
flow_0_108,1402.0,1428.0
flow_1_110,1402.0,1428.0
flow_1_111,1405.0,1430.0
flow_1_112,1407.0,1433.0
flow_0_109,1420.0,1445.0
flow_0_110,1422.0,1448.0
flow_1_113,1427.0,1452.0
flow_19_29,1430.0,1466.0
flow_1_114,1430.0,1455.0
flow_19_30,1432.0,1470.0
flow_0_111,1440.0,1476.0
flow_18_36,1441.0,1486.0
flow_1_115,1447.0,1476.0
flow_0_112,1447.0,1480.0
flow_1_116,1450.0,1479.0
flow_0_113,1450.0,1506.0
flow_19_31,1460.0,1486.0
flow_19_32,1463.0,1489.0
flow_1_117,1470.0,1506.0
flow_0_114,1479.0,1510.0
flow_18_37,1481.0,1536.0
flow_0_115,1481.0,1512.0
flow_0_116,1497.0,1522.0
flow_0_117,1500.0,1525.0
flow_1_118,1500.0,1525.0
flow_1_119,1502.0,1528.0
flow_1_120,1505.0,1530.0
flow_1_121,1510.0,1546.0
flow_18_38,1521.0,1586.0
flow_0_118,1530.0,1555.0
flow_0_119,1532.0,1558.0
flow_0_120,1549.0,1576.0
flow_1_122,1550.0,1577.0
flow_1_123,1552.0,1579.0
flow_0_121,1552.0,1579.0
flow_0_122,1554.0,1596.0
flow_1_124,1555.0,1596.0
flow_1_125,1558.0,1600.0
flow_19_33,1559.0,1586.0
flow_18_39,1561.0,1590.0
flow_1_126,1570.0,1602.0
flow_19_34,1579.0,1616.0
flow_0_123,1579.0,1604.0
flow_19_35,1581.0,1620.0
flow_0_124,1582.0,1607.0
flow_1_127,1589.0,1626.0
flow_1_128,1594.0,1630.0
flow_18_40,1601.0,1666.0
flow_0_125,1604.0,1629.0
flow_1_129,1606.0,1632.0
flow_0_126,1607.0,1632.0
flow_1_130,1629.0,1654.0
flow_0_127,1630.0,1655.0
flow_0_128,1632.0,1658.0
flow_1_131,1632.0,1657.0
flow_18_41,1641.0,1670.0
flow_1_132,1650.0,1677.0
flow_1_133,1667.0,1692.0
flow_1_134,1670.0,1695.0
flow_0_129,1670.0,1695.0
flow_0_130,1673.0,1698.0
flow_0_131,1675.0,1700.0
flow_1_135,1678.0,1716.0
flow_18_42,1681.0,1709.0
flow_19_36,1700.0,1736.0
flow_1_136,1700.0,1725.0
flow_19_37,1702.0,1740.0
flow_0_132,1710.0,1746.0
flow_0_133,1712.0,1750.0
flow_0_134,1715.0,1752.0
flow_1_137,1717.0,1746.0
flow_1_138,1720.0,1749.0
flow_18_43,1721.0,1776.0
flow_1_139,1739.0,1764.0
flow_0_135,1740.0,1765.0
flow_1_140,1742.0,1767.0
flow_0_136,1743.0,1768.0
flow_0_137,1746.0,1771.0
flow_0_138,1749.0,1786.0
flow_1_141,1759.0,1786.0
flow_19_38,1760.0,1796.0
flow_18_44,1761.0,1796.0
flow_1_142,1777.0,1806.0
flow_1_143,1780.0,1809.0
flow_1_144,1786.0,1812.0
flow_19_39,1790.0,1826.0
flow_18_45,1801.0,1829.0
flow_0_139,1810.0,1837.0
flow_1_145,1810.0,1837.0
flow_0_140,1812.0,1839.0
flow_0_141,1830.0,1855.0
flow_1_146,1830.0,1855.0
flow_0_142,1832.0,1858.0
flow_0_143,1835.0,1860.0
flow_1_147,1837.0,1862.0
flow_0_144,1837.0,1863.0
flow_0_145,1840.0,1865.0
flow_1_148,1840.0,1865.0
flow_18_46,1841.0,1916.0
flow_1_149,1846.0,1871.0
flow_0_146,1859.0,1906.0
flow_0_147,1861.0,1910.0
flow_1_150,1869.0,1906.0
flow_1_151,1872.0,1910.0
flow_19_40,1879.0,1916.0
flow_18_47,1881.0,1920.0
flow_19_41,1881.0,1920.0
flow_1_152,1887.0,1926.0
flow_0_148,1897.0,1926.0
flow_0_149,1900.0,1930.0
flow_0_150,1919.0,1956.0
flow_1_153,1920.0,1956.0
flow_18_48,1921.0,1976.0
flow_1_154,1922.0,1960.0
flow_0_151,1922.0,1960.0
flow_1_155,1925.0,1962.0
flow_1_156,1937.0,1965.0
flow_19_42,1939.0,1976.0
flow_19_43,1941.0,1980.0
flow_0_152,1950.0,1986.0
flow_0_153,1954.0,1989.0
flow_0_154,1957.0,2006.0
