,enter_time,leave_time
flow_15_0,1.0,36.0
flow_15_1,41.0,96.0
flow_15_2,81.0,109.0
flow_15_3,121.0,149.0
flow_10_0,140.0,246.0
flow_10_1,142.0,250.0
flow_10_2,160.0,266.0
flow_15_4,161.0,189.0
flow_10_3,162.0,270.0
flow_11_0,200.0,246.0
flow_10_4,200.0,396.0
flow_15_5,201.0,229.0
flow_10_5,202.0,399.0
flow_11_1,202.0,250.0
flow_11_2,205.0,266.0
flow_11_3,207.0,269.0
flow_11_4,217.0,396.0
flow_11_5,220.0,400.0
flow_11_6,239.0,416.0
flow_14_0,240.0,276.0
flow_15_6,241.0,276.0
flow_11_7,242.0,420.0
flow_11_8,269.0,422.0
flow_10_6,270.0,416.0
flow_11_9,271.0,425.0
flow_10_7,272.0,419.0
flow_15_7,281.0,309.0
flow_10_8,300.0,422.0
flow_10_9,302.0,425.0
flow_15_8,321.0,376.0
flow_11_10,350.0,427.0
flow_11_11,352.0,430.0
flow_10_10,360.0,427.0
flow_15_9,361.0,476.0
flow_10_11,362.0,430.0
flow_15_10,401.0,480.0
flow_11_12,440.0,646.0
flow_15_11,441.0,482.0
flow_11_13,442.0,649.0
flow_10_12,480.0,646.0
flow_15_12,481.0,566.0
flow_10_13,482.0,650.0
flow_11_14,500.0,686.0
flow_11_15,502.0,690.0
flow_15_13,521.0,570.0
flow_14_1,540.0,567.0
flow_14_2,542.0,569.0
flow_15_14,561.0,606.0
flow_14_3,570.0,606.0
flow_11_16,570.0,746.0
flow_10_14,570.0,686.0
flow_14_4,572.0,609.0
flow_11_17,572.0,750.0
flow_10_15,572.0,690.0
flow_15_15,601.0,629.0
flow_11_18,610.0,766.0
flow_14_5,610.0,635.0
flow_11_19,612.0,770.0
flow_14_6,612.0,638.0
flow_10_16,630.0,746.0
flow_10_17,632.0,749.0
flow_10_18,635.0,766.0
flow_10_19,637.0,769.0
flow_10_20,640.0,866.0
flow_15_16,641.0,669.0
flow_10_21,642.0,870.0
flow_11_20,660.0,866.0
flow_11_21,662.0,870.0
flow_11_22,665.0,906.0
flow_11_23,667.0,909.0
flow_11_24,670.0,912.0
flow_11_25,672.0,915.0
flow_14_7,680.0,806.0
flow_15_17,681.0,806.0
flow_14_8,682.0,810.0
flow_14_9,685.0,836.0
flow_14_10,687.0,840.0
flow_14_11,690.0,896.0
flow_10_22,700.0,906.0
flow_10_23,702.0,910.0
flow_10_24,705.0,912.0
flow_10_25,707.0,915.0
flow_10_26,710.0,917.0
flow_10_27,712.0,920.0
flow_11_26,717.0,917.0
flow_11_27,720.0,920.0
flow_15_18,721.0,810.0
flow_15_19,761.0,836.0
flow_14_12,770.0,899.0
flow_10_28,770.0,946.0
flow_14_13,772.0,1016.0
flow_10_29,772.0,949.0
flow_11_28,777.0,946.0
flow_11_29,780.0,950.0
flow_11_30,782.0,996.0
flow_11_31,785.0,999.0
flow_11_32,787.0,1076.0
flow_11_33,790.0,1079.0
flow_11_34,792.0,1082.0
flow_15_20,801.0,840.0
flow_10_30,810.0,996.0
flow_10_31,812.0,1000.0
flow_10_32,815.0,1076.0
flow_10_33,817.0,1080.0
flow_10_34,820.0,1082.0
flow_10_35,822.0,1085.0
flow_15_21,841.0,896.0
flow_11_35,860.0,1085.0
flow_11_36,863.0,1087.0
flow_11_37,880.0,1090.0
flow_15_22,881.0,1016.0
flow_11_38,882.0,1092.0
flow_11_39,885.0,1095.0
flow_11_40,887.0,1097.0
flow_11_41,890.0,1100.0
flow_11_42,892.0,1206.0
flow_11_43,895.0,1210.0
flow_11_44,897.0,1212.0
flow_11_45,899.0,1215.0
flow_11_46,902.0,1217.0
flow_10_36,920.0,1087.0
flow_15_23,921.0,1020.0
flow_10_37,922.0,1090.0
flow_11_47,930.0,1220.0
flow_11_48,933.0,1222.0
flow_11_49,950.0,1225.0
flow_11_50,953.0,1227.0
flow_11_51,955.0,1230.0
flow_11_52,957.0,1337.0
flow_11_53,960.0,1340.0
flow_14_14,960.0,1020.0
flow_15_24,961.0,1056.0
flow_14_15,962.0,1056.0
flow_11_54,962.0,1357.0
flow_11_55,965.0,1360.0
flow_11_56,967.0,1436.0
flow_11_57,969.0,1440.0
flow_10_38,970.0,1092.0
flow_11_58,972.0,1536.0
flow_10_39,972.0,1095.0
flow_11_59,990.0,1539.0
flow_11_60,993.0,1576.0
flow_15_25,1001.0,1060.0
flow_11_61,1040.0,1579.0
flow_15_26,1041.0,1116.0
flow_11_62,1043.0,1606.0
flow_11_63,1060.0,1610.0
flow_10_40,1060.0,1097.0
flow_10_41,1062.0,1099.0
flow_11_64,1062.0,1646.0
flow_11_65,1080.0,1650.0
flow_15_27,1081.0,1120.0
flow_11_66,1083.0,1666.0
flow_11_67,1085.0,1670.0
flow_10_42,1090.0,1206.0
flow_10_43,1092.0,1209.0
flow_14_16,1120.0,1147.0
flow_10_44,1120.0,1212.0
flow_15_28,1121.0,1149.0
flow_10_45,1122.0,1215.0
flow_14_17,1122.0,1149.0
flow_11_68,1140.0,1686.0
flow_11_69,1142.0,1690.0
flow_11_70,1160.0,1716.0
flow_15_29,1161.0,1306.0
flow_11_71,1162.0,1719.0
flow_11_72,1165.0,1722.0
flow_11_73,1167.0,1725.0
flow_10_46,1170.0,1217.0
flow_10_47,1172.0,1220.0
flow_15_30,1201.0,1310.0
flow_11_74,1219.0,1727.0
flow_10_48,1220.0,1336.0
flow_11_75,1221.0,1730.0
flow_10_49,1222.0,1340.0
flow_11_76,1224.0,1732.0
flow_11_77,1226.0,1735.0
flow_11_78,1229.0,1737.0
flow_15_31,1241.0,1346.0
flow_10_50,1250.0,1356.0
flow_10_51,1252.0,1360.0
flow_10_52,1255.0,1436.0
flow_10_53,1257.0,1439.0
