,enter_time,leave_time
flow_17_0,1.0,29.0
flow_17_1,41.0,69.0
flow_10_0,69.0,94.0
flow_10_1,72.0,97.0
flow_17_2,81.0,109.0
flow_10_2,90.0,117.0
flow_10_3,107.0,136.0
flow_10_4,110.0,139.0
flow_11_0,110.0,136.0
flow_11_1,113.0,139.0
flow_10_5,118.0,156.0
flow_17_3,121.0,149.0
flow_11_2,126.0,156.0
flow_11_3,129.0,160.0
flow_11_4,149.0,176.0
flow_10_6,150.0,177.0
flow_11_5,152.0,179.0
flow_16_0,159.0,216.0
flow_17_4,161.0,216.0
flow_10_7,167.0,206.0
flow_11_6,169.0,206.0
flow_10_8,170.0,210.0
flow_10_9,172.0,226.0
flow_10_10,178.0,230.0
flow_11_7,189.0,226.0
flow_11_8,192.0,229.0
flow_10_11,199.0,246.0
flow_17_5,201.0,236.0
flow_11_9,220.0,247.0
flow_11_10,222.0,249.0
flow_10_12,230.0,255.0
flow_16_1,230.0,286.0
flow_10_13,232.0,258.0
flow_10_14,235.0,260.0
flow_11_11,239.0,264.0
flow_17_6,241.0,286.0
flow_11_12,241.0,266.0
flow_10_15,247.0,272.0
flow_10_16,250.0,275.0
flow_11_13,256.0,281.0
flow_11_14,259.0,296.0
flow_10_17,270.0,297.0
flow_17_7,281.0,326.0
flow_11_15,286.0,316.0
flow_11_16,289.0,320.0
flow_16_2,290.0,326.0
flow_11_17,291.0,336.0
flow_10_18,299.0,336.0
flow_10_19,302.0,340.0
flow_10_20,319.0,356.0
flow_17_8,321.0,376.0
flow_10_21,322.0,360.0
flow_10_22,324.0,362.0
flow_11_18,340.0,365.0
flow_11_19,343.0,368.0
flow_11_20,345.0,370.0
flow_11_21,347.0,386.0
flow_10_23,350.0,386.0
flow_16_3,350.0,377.0
flow_16_4,352.0,379.0
flow_17_9,361.0,396.0
flow_10_24,370.0,406.0
flow_10_25,372.0,410.0
flow_16_5,399.0,436.0
flow_10_26,400.0,425.0
flow_17_10,401.0,436.0
flow_10_27,402.0,428.0
flow_10_28,405.0,430.0
flow_11_22,410.0,456.0
flow_11_23,412.0,460.0
flow_11_24,430.0,462.0
flow_10_29,430.0,457.0
flow_10_30,432.0,459.0
flow_11_25,432.0,465.0
flow_17_11,441.0,486.0
flow_10_31,450.0,475.0
flow_11_26,450.0,475.0
flow_10_32,452.0,478.0
flow_11_27,452.0,478.0
flow_11_28,455.0,480.0
flow_16_6,460.0,487.0
flow_10_33,470.0,497.0
flow_10_34,477.0,502.0
flow_10_35,480.0,505.0
flow_11_29,480.0,505.0
flow_17_12,481.0,516.0
flow_11_30,482.0,508.0
flow_11_31,500.0,527.0
flow_16_7,500.0,536.0
flow_10_36,510.0,546.0
flow_17_13,521.0,576.0
flow_11_32,540.0,565.0
flow_11_33,542.0,568.0
flow_11_34,545.0,570.0
flow_11_35,547.0,586.0
flow_11_36,550.0,590.0
flow_11_37,552.0,592.0
flow_16_8,560.0,626.0
flow_17_14,561.0,626.0
flow_16_9,562.0,630.0
flow_10_37,570.0,595.0
flow_10_38,572.0,598.0
flow_10_39,575.0,600.0
flow_11_38,577.0,616.0
flow_10_40,577.0,616.0
flow_11_39,580.0,620.0
flow_10_41,580.0,620.0
flow_11_40,582.0,636.0
flow_10_42,582.0,636.0
flow_10_43,585.0,640.0
flow_10_44,597.0,642.0
flow_10_45,600.0,645.0
flow_17_15,601.0,630.0
flow_11_41,610.0,640.0
flow_11_42,629.0,654.0
flow_11_43,631.0,656.0
flow_10_46,640.0,665.0
flow_17_16,641.0,676.0
flow_10_47,642.0,668.0
flow_11_44,644.0,669.0
flow_10_48,647.0,686.0
flow_11_45,647.0,686.0
flow_11_46,649.0,690.0
flow_10_49,650.0,690.0
flow_11_47,667.0,693.0
flow_10_50,669.0,694.0
flow_10_51,672.0,697.0
flow_11_48,674.0,699.0
flow_11_49,677.0,726.0
flow_16_10,680.0,707.0
flow_17_17,681.0,709.0
flow_16_11,682.0,709.0
flow_10_52,690.0,726.0
flow_10_53,707.0,732.0
flow_11_50,709.0,734.0
flow_10_54,710.0,735.0
flow_11_51,711.0,736.0
flow_11_52,714.0,739.0
flow_10_55,718.0,756.0
flow_17_18,721.0,749.0
flow_16_12,730.0,806.0
flow_10_56,739.0,764.0
flow_10_57,757.0,786.0
flow_11_53,759.0,786.0
flow_10_58,760.0,789.0
flow_17_19,761.0,806.0
flow_11_54,761.0,789.0
flow_11_55,764.0,791.0
flow_11_56,766.0,794.0
flow_11_57,769.0,796.0
flow_10_59,780.0,816.0
flow_10_60,782.0,820.0
flow_11_58,789.0,816.0
flow_16_13,790.0,846.0
flow_10_61,800.0,836.0
flow_17_20,801.0,846.0
flow_11_59,810.0,837.0
flow_11_60,812.0,839.0
flow_10_62,819.0,856.0
flow_16_14,820.0,850.0
flow_10_63,822.0,860.0
flow_11_61,829.0,856.0
flow_16_15,840.0,867.0
flow_17_21,841.0,869.0
flow_16_16,842.0,869.0
flow_10_64,847.0,876.0
flow_10_65,850.0,879.0
flow_10_66,852.0,882.0
flow_11_62,859.0,884.0
flow_11_63,861.0,886.0
flow_10_67,870.0,906.0
flow_11_64,877.0,906.0
flow_11_65,880.0,910.0
flow_17_22,881.0,916.0
flow_16_17,890.0,917.0
flow_11_66,899.0,926.0
flow_10_68,900.0,927.0
flow_10_69,902.0,929.0
flow_17_23,921.0,976.0
flow_11_67,930.0,966.0
flow_10_70,930.0,966.0
flow_11_68,932.0,970.0
flow_10_71,932.0,970.0
flow_11_69,937.0,986.0
flow_16_18,940.0,976.0
flow_11_70,940.0,989.0
flow_11_71,942.0,992.0
flow_10_72,950.0,986.0
flow_10_73,952.0,990.0
flow_10_74,957.0,992.0
flow_10_75,960.0,995.0
flow_17_24,961.0,1006.0
flow_16_19,969.0,1006.0
flow_11_72,979.0,1016.0
flow_10_76,979.0,1016.0
flow_11_73,981.0,1020.0
flow_10_77,982.0,1020.0
flow_11_74,984.0,1036.0
flow_17_25,1001.0,1029.0
flow_10_78,1007.0,1036.0
flow_10_79,1010.0,1039.0
flow_16_20,1010.0,1056.0
flow_11_75,1020.0,1045.0
flow_11_76,1022.0,1048.0
flow_11_77,1027.0,1066.0
flow_10_80,1040.0,1067.0
flow_17_26,1041.0,1096.0
flow_10_81,1042.0,1069.0
flow_11_78,1057.0,1082.0
flow_10_82,1057.0,1082.0
flow_10_83,1060.0,1085.0
flow_11_79,1060.0,1085.0
flow_11_80,1062.0,1087.0
flow_10_84,1066.0,1091.0
flow_16_21,1070.0,1097.0
flow_17_27,1081.0,1116.0
flow_11_81,1090.0,1126.0
flow_11_82,1093.0,1130.0
flow_10_85,1100.0,1127.0
flow_10_86,1102.0,1129.0
flow_11_83,1110.0,1135.0
flow_11_84,1116.0,1141.0
flow_11_85,1119.0,1144.0
flow_10_87,1120.0,1145.0
flow_17_28,1121.0,1156.0
flow_10_88,1122.0,1148.0
flow_11_86,1139.0,1166.0
flow_16_22,1140.0,1216.0
flow_10_89,1150.0,1186.0
flow_10_90,1152.0,1190.0
flow_11_87,1160.0,1187.0
flow_17_29,1161.0,1216.0
flow_11_88,1162.0,1189.0
flow_11_89,1165.0,1192.0
flow_10_91,1180.0,1205.0
flow_10_92,1182.0,1208.0
flow_10_93,1187.0,1226.0
flow_11_90,1189.0,1226.0
flow_10_94,1190.0,1230.0
flow_11_91,1191.0,1230.0
flow_16_23,1200.0,1236.0
flow_17_30,1201.0,1236.0
flow_16_24,1202.0,1239.0
flow_10_95,1220.0,1247.0
flow_16_25,1220.0,1256.0
flow_11_92,1220.0,1246.0
flow_10_96,1222.0,1249.0
flow_16_26,1222.0,1260.0
flow_11_93,1223.0,1249.0
flow_11_94,1240.0,1266.0
flow_10_97,1240.0,1267.0
flow_17_31,1241.0,1276.0
flow_11_95,1243.0,1269.0
flow_10_98,1247.0,1286.0
flow_10_99,1250.0,1290.0
flow_11_96,1259.0,1286.0
flow_16_27,1269.0,1296.0
flow_16_28,1271.0,1299.0
flow_11_97,1279.0,1306.0
flow_10_100,1280.0,1307.0
flow_11_98,1281.0,1309.0
flow_17_32,1281.0,1316.0
flow_10_101,1282.0,1309.0
flow_10_102,1299.0,1326.0
flow_10_103,1302.0,1329.0
flow_11_99,1310.0,1346.0
flow_11_100,1312.0,1350.0
flow_17_33,1321.0,1406.0
flow_11_101,1330.0,1355.0
flow_11_102,1332.0,1358.0
flow_10_104,1340.0,1376.0
flow_10_105,1342.0,1380.0
flow_10_106,1345.0,1382.0
flow_11_103,1350.0,1377.0
flow_11_104,1352.0,1379.0
flow_11_105,1355.0,1382.0
flow_10_107,1357.0,1385.0
flow_10_108,1360.0,1387.0
flow_17_34,1361.0,1410.0
flow_16_29,1369.0,1406.0
flow_10_109,1377.0,1416.0
flow_10_110,1380.0,1420.0
flow_11_106,1390.0,1417.0
flow_11_107,1392.0,1419.0
flow_17_35,1401.0,1436.0
flow_10_111,1409.0,1446.0
flow_11_108,1410.0,1446.0
flow_10_112,1412.0,1450.0
flow_11_109,1417.0,1450.0
flow_16_30,1419.0,1456.0
flow_11_110,1420.0,1466.0
flow_16_31,1421.0,1460.0
flow_11_111,1439.0,1470.0
flow_10_113,1440.0,1467.0
flow_17_36,1441.0,1536.0
flow_10_114,1442.0,1469.0
flow_11_112,1456.0,1481.0
flow_11_113,1459.0,1484.0
flow_10_115,1460.0,1485.0
flow_11_114,1461.0,1486.0
flow_10_116,1462.0,1488.0
flow_10_117,1480.0,1507.0
flow_17_37,1481.0,1540.0
flow_10_118,1482.0,1509.0
flow_11_115,1490.0,1526.0
flow_11_116,1494.0,1529.0
flow_11_117,1497.0,1546.0
flow_10_119,1499.0,1526.0
flow_11_118,1501.0,1549.0
flow_10_120,1502.0,1529.0
flow_16_32,1519.0,1556.0
flow_10_121,1520.0,1547.0
flow_17_38,1521.0,1556.0
flow_16_33,1522.0,1560.0
flow_11_119,1540.0,1566.0
flow_11_120,1543.0,1569.0
flow_10_122,1549.0,1586.0
flow_10_123,1552.0,1590.0
flow_11_121,1560.0,1586.0
flow_17_39,1561.0,1626.0
flow_11_122,1580.0,1605.0
flow_16_34,1580.0,1627.0
flow_10_124,1580.0,1605.0
flow_10_125,1582.0,1608.0
flow_11_123,1583.0,1608.0
flow_10_126,1585.0,1610.0
flow_10_127,1597.0,1636.0
flow_10_128,1600.0,1640.0
flow_17_40,1601.0,1630.0
flow_11_124,1610.0,1637.0
flow_11_125,1612.0,1639.0
flow_10_129,1630.0,1655.0
flow_10_130,1637.0,1662.0
flow_11_126,1640.0,1665.0
flow_10_131,1640.0,1665.0
flow_17_41,1641.0,1676.0
flow_11_127,1642.0,1668.0
flow_10_132,1642.0,1667.0
flow_11_128,1647.0,1696.0
flow_11_129,1650.0,1700.0
flow_16_35,1660.0,1706.0
flow_16_36,1662.0,1709.0
flow_11_130,1669.0,1716.0
flow_11_131,1672.0,1720.0
flow_17_42,1681.0,1709.0
flow_11_132,1684.0,1722.0
flow_11_133,1687.0,1725.0
flow_10_133,1690.0,1717.0
flow_16_37,1690.0,1776.0
flow_10_134,1692.0,1719.0
flow_10_135,1710.0,1735.0
flow_10_136,1712.0,1738.0
flow_11_134,1720.0,1745.0
flow_17_43,1721.0,1776.0
flow_11_135,1722.0,1748.0
flow_10_137,1729.0,1766.0
flow_10_138,1732.0,1770.0
flow_11_136,1740.0,1766.0
