,enter_time,leave_time
flow_7_0,1.0,36.0
flow_7_1,13.0,41.0
flow_7_2,25.0,53.0
flow_7_3,37.0,65.0
flow_7_4,49.0,86.0
flow_7_5,61.0,90.0
flow_7_6,73.0,116.0
flow_7_7,85.0,120.0
flow_7_8,97.0,136.0
flow_7_9,109.0,139.0
flow_23_0,110.0,146.0
flow_22_0,120.0,147.0
flow_7_10,121.0,156.0
flow_23_1,129.0,196.0
flow_7_11,133.0,161.0
flow_7_12,145.0,176.0
flow_22_1,150.0,196.0
flow_6_0,156.0,181.0
flow_7_13,157.0,185.0
flow_6_1,158.0,183.0
flow_7_14,169.0,206.0
flow_6_2,179.0,206.0
flow_7_15,181.0,210.0
flow_6_3,182.0,209.0
flow_23_2,190.0,217.0
flow_7_16,193.0,226.0
flow_6_4,204.0,229.0
flow_7_17,205.0,233.0
flow_22_2,210.0,276.0
flow_7_18,217.0,245.0
flow_7_19,229.0,257.0
flow_6_5,234.0,259.0
flow_6_6,237.0,262.0
flow_7_20,241.0,269.0
flow_23_3,250.0,277.0
flow_23_4,252.0,279.0
flow_7_21,253.0,286.0
flow_7_22,265.0,306.0
flow_6_7,269.0,306.0
flow_7_23,277.0,310.0
flow_7_24,289.0,326.0
flow_23_5,300.0,356.0
flow_7_25,301.0,330.0
flow_7_26,313.0,341.0
flow_6_8,320.0,345.0
flow_6_9,322.0,348.0
flow_7_27,325.0,366.0
flow_6_10,327.0,366.0
flow_6_11,330.0,370.0
flow_23_6,330.0,360.0
flow_7_28,337.0,370.0
flow_22_3,340.0,376.0
flow_22_4,342.0,380.0
flow_6_12,349.0,406.0
flow_7_29,349.0,406.0
flow_6_13,352.0,410.0
flow_7_30,361.0,410.0
flow_7_31,373.0,426.0
flow_6_14,380.0,426.0
flow_22_5,380.0,446.0
flow_6_15,382.0,430.0
flow_6_16,385.0,432.0
flow_7_32,385.0,430.0
flow_6_17,387.0,435.0
flow_6_18,390.0,437.0
flow_23_7,390.0,446.0
flow_7_33,397.0,432.0
flow_22_6,399.0,450.0
flow_22_7,401.0,476.0
flow_6_19,404.0,440.0
flow_6_20,407.0,456.0
flow_7_34,409.0,437.0
flow_23_8,410.0,450.0
flow_6_21,411.0,460.0
flow_7_35,421.0,456.0
flow_6_22,430.0,462.0
flow_6_23,432.0,465.0
flow_7_36,433.0,461.0
flow_7_37,445.0,486.0
flow_7_38,457.0,490.0
flow_23_9,460.0,496.0
flow_23_10,462.0,500.0
flow_7_39,469.0,506.0
flow_22_8,470.0,497.0
flow_22_9,472.0,499.0
flow_6_24,477.0,506.0
flow_6_25,480.0,509.0
flow_7_40,481.0,510.0
flow_6_26,482.0,512.0
flow_7_41,493.0,521.0
flow_6_27,500.0,525.0
flow_6_28,503.0,528.0
flow_7_42,505.0,533.0
flow_7_43,517.0,545.0
flow_6_29,520.0,545.0
flow_6_30,523.0,548.0
flow_7_44,529.0,557.0
flow_7_45,541.0,576.0
flow_6_31,550.0,576.0
flow_7_46,553.0,581.0
flow_6_32,553.0,579.0
flow_23_11,560.0,587.0
flow_23_12,562.0,589.0
flow_7_47,565.0,596.0
flow_22_10,570.0,636.0
flow_22_11,572.0,640.0
flow_7_48,577.0,605.0
flow_6_33,580.0,605.0
flow_6_34,582.0,608.0
flow_7_49,589.0,626.0
flow_6_35,600.0,627.0
flow_7_50,601.0,630.0
flow_6_36,602.0,629.0
flow_6_37,607.0,646.0
flow_6_38,610.0,650.0
flow_7_51,613.0,646.0
flow_7_52,625.0,666.0
flow_7_53,637.0,670.0
flow_23_13,640.0,676.0
flow_22_12,640.0,676.0
flow_23_14,642.0,680.0
flow_22_13,642.0,680.0
flow_7_54,649.0,696.0
flow_6_39,660.0,696.0
flow_7_55,661.0,700.0
flow_6_40,667.0,700.0
flow_6_41,670.0,702.0
flow_7_56,673.0,702.0
flow_7_57,685.0,713.0
flow_23_15,689.0,736.0
flow_7_58,697.0,725.0
flow_6_42,699.0,724.0
flow_6_43,702.0,727.0
flow_7_59,709.0,756.0
flow_22_14,710.0,737.0
flow_22_15,712.0,739.0
flow_6_44,719.0,756.0
flow_7_60,721.0,760.0
flow_6_45,722.0,760.0
flow_23_16,730.0,796.0
flow_7_61,733.0,762.0
flow_7_62,745.0,786.0
flow_6_46,750.0,786.0
flow_6_47,753.0,790.0
flow_6_48,755.0,806.0
flow_7_63,757.0,790.0
flow_23_17,759.0,800.0
flow_7_64,769.0,806.0
flow_6_49,780.0,810.0
flow_7_65,781.0,810.0
flow_6_50,782.0,812.0
flow_23_18,789.0,846.0
flow_7_66,793.0,821.0
flow_7_67,805.0,856.0
flow_6_51,809.0,856.0
flow_6_52,811.0,860.0
flow_7_68,817.0,860.0
flow_22_16,820.0,847.0
flow_22_17,822.0,849.0
