,enter_time,leave_time
flow_16_0,1.0,56.0
flow_16_1,41.0,216.0
flow_0_0,67.0,92.0
flow_0_1,70.0,95.0
flow_16_2,81.0,220.0
flow_0_2,99.0,124.0
flow_0_3,102.0,127.0
flow_1_0,107.0,132.0
flow_1_1,110.0,135.0
flow_16_3,121.0,316.0
flow_1_2,140.0,176.0
flow_0_4,140.0,176.0
flow_1_3,142.0,179.0
flow_0_5,142.0,180.0
flow_0_6,145.0,196.0
flow_0_7,147.0,200.0
flow_0_8,154.0,202.0
flow_1_4,159.0,196.0
flow_16_4,161.0,320.0
flow_1_5,162.0,200.0
flow_0_9,180.0,205.0
flow_0_10,182.0,208.0
flow_1_6,187.0,246.0
flow_0_11,190.0,246.0
flow_1_7,194.0,250.0
flow_1_8,197.0,252.0
flow_1_9,199.0,255.0
flow_16_5,201.0,376.0
flow_1_10,220.0,257.0
flow_1_11,227.0,260.0
flow_0_12,230.0,255.0
flow_1_12,230.0,262.0
flow_0_13,232.0,258.0
flow_0_14,237.0,262.0
flow_0_15,240.0,265.0
flow_16_6,241.0,380.0
flow_0_16,250.0,275.0
flow_1_13,264.0,289.0
flow_1_14,267.0,292.0
flow_1_15,269.0,294.0
flow_0_17,280.0,305.0
flow_16_7,281.0,382.0
flow_0_18,287.0,326.0
flow_1_16,289.0,326.0
flow_0_19,290.0,330.0
flow_0_20,320.0,345.0
flow_16_8,321.0,385.0
flow_0_21,322.0,348.0
flow_1_17,324.0,349.0
flow_1_18,327.0,352.0
flow_1_19,329.0,354.0
flow_1_20,347.0,396.0
flow_1_21,350.0,400.0
flow_0_22,350.0,396.0
flow_0_23,353.0,400.0
flow_0_24,355.0,402.0
flow_16_9,361.0,389.0
flow_0_25,377.0,405.0
flow_0_26,380.0,407.0
flow_1_22,390.0,415.0
flow_1_23,392.0,418.0
flow_16_10,401.0,476.0
flow_0_27,407.0,436.0
flow_1_24,410.0,437.0
flow_0_28,410.0,439.0
flow_1_25,412.0,439.0
flow_17_0,420.0,476.0
flow_17_1,422.0,480.0
flow_16_11,441.0,480.0
flow_1_26,447.0,486.0
flow_1_27,450.0,490.0
flow_0_29,460.0,487.0
flow_0_30,462.0,489.0
flow_1_28,469.0,494.0
flow_1_29,472.0,497.0
flow_0_31,480.0,505.0
flow_16_12,481.0,526.0
flow_0_32,482.0,508.0
flow_0_33,485.0,510.0
flow_0_34,487.0,513.0
flow_0_35,490.0,515.0
flow_0_36,492.0,518.0
flow_1_30,496.0,521.0
flow_1_31,499.0,546.0
flow_17_2,500.0,527.0
flow_1_32,501.0,549.0
flow_0_37,502.0,546.0
flow_1_33,504.0,566.0
flow_1_34,520.0,570.0
flow_16_13,521.0,686.0
flow_1_35,523.0,572.0
flow_0_38,540.0,567.0
flow_0_39,542.0,569.0
flow_0_40,560.0,585.0
flow_16_14,561.0,690.0
flow_0_41,562.0,588.0
flow_0_42,565.0,590.0
flow_1_36,579.0,604.0
flow_1_37,582.0,607.0
flow_0_43,587.0,612.0
flow_0_44,590.0,615.0
flow_1_38,597.0,636.0
flow_0_45,598.0,636.0
flow_1_39,600.0,640.0
flow_16_15,601.0,706.0
flow_1_40,602.0,642.0
flow_1_41,605.0,645.0
flow_1_42,607.0,647.0
flow_1_43,610.0,650.0
flow_1_44,613.0,652.0
flow_0_46,630.0,655.0
flow_16_16,641.0,710.0
flow_0_47,650.0,736.0
flow_0_48,652.0,740.0
flow_0_49,657.0,742.0
flow_0_50,660.0,745.0
flow_17_3,670.0,706.0
flow_17_4,672.0,710.0
flow_1_45,677.0,736.0
flow_1_46,680.0,740.0
flow_16_17,681.0,856.0
flow_1_47,682.0,742.0
flow_1_48,700.0,745.0
flow_1_49,707.0,747.0
flow_1_50,710.0,750.0
flow_16_18,721.0,860.0
