,enter_time,leave_time
flow_13_0,1.0,76.0
flow_10_0,1.0,36.0
flow_10_1,13.0,41.0
flow_10_2,25.0,53.0
flow_10_3,37.0,65.0
flow_13_1,41.0,80.0
flow_10_4,49.0,86.0
flow_10_5,61.0,90.0
flow_10_6,73.0,101.0
flow_13_2,81.0,126.0
flow_10_7,85.0,136.0
flow_10_8,97.0,140.0
flow_10_9,109.0,142.0
flow_10_10,121.0,149.0
flow_13_3,121.0,216.0
flow_10_11,133.0,166.0
flow_10_12,145.0,173.0
flow_11_0,149.0,174.0
flow_10_13,157.0,185.0
flow_13_4,161.0,220.0
flow_11_1,167.0,192.0
flow_10_14,169.0,197.0
flow_10_15,181.0,226.0
flow_11_2,183.0,226.0
flow_11_3,186.0,230.0
flow_10_16,193.0,230.0
flow_13_5,201.0,266.0
flow_10_17,205.0,233.0
flow_10_18,217.0,256.0
flow_10_19,229.0,259.0
flow_11_4,230.0,256.0
flow_11_5,233.0,259.0
flow_10_20,241.0,276.0
flow_13_6,241.0,270.0
flow_10_21,253.0,281.0
flow_10_22,265.0,293.0
flow_11_6,269.0,294.0
flow_11_7,271.0,296.0
flow_11_8,274.0,299.0
flow_10_23,277.0,305.0
flow_11_9,277.0,302.0
flow_11_10,279.0,304.0
flow_13_7,281.0,356.0
flow_10_24,289.0,326.0
flow_10_25,301.0,330.0
flow_10_26,313.0,341.0
flow_11_11,317.0,342.0
flow_11_12,320.0,345.0
flow_13_8,321.0,360.0
flow_10_27,325.0,366.0
flow_10_28,337.0,370.0
flow_12_0,340.0,396.0
flow_12_1,342.0,400.0
flow_11_13,349.0,374.0
flow_10_29,349.0,377.0
flow_11_14,352.0,377.0
flow_11_15,354.0,379.0
flow_11_16,356.0,382.0
flow_10_30,361.0,406.0
flow_13_9,361.0,396.0
flow_10_31,373.0,410.0
flow_10_32,385.0,426.0
flow_10_33,397.0,430.0
flow_11_17,400.0,427.0
flow_13_10,401.0,466.0
flow_11_18,402.0,429.0
flow_11_19,405.0,446.0
flow_10_34,409.0,446.0
flow_12_2,410.0,466.0
flow_12_3,412.0,469.0
flow_10_35,421.0,450.0
flow_11_20,430.0,455.0
flow_11_21,432.0,458.0
flow_10_36,433.0,461.0
flow_11_22,436.0,461.0
flow_11_23,438.0,486.0
flow_13_11,441.0,470.0
flow_10_37,445.0,486.0
flow_10_38,457.0,490.0
flow_11_24,464.0,490.0
flow_11_25,467.0,493.0
flow_10_39,469.0,497.0
flow_13_12,481.0,546.0
flow_10_40,481.0,509.0
flow_10_41,493.0,521.0
flow_11_26,499.0,524.0
flow_12_4,499.0,546.0
flow_12_5,501.0,550.0
flow_10_42,505.0,556.0
flow_10_43,517.0,560.0
flow_13_13,521.0,550.0
flow_11_27,527.0,556.0
flow_10_44,529.0,562.0
flow_11_28,530.0,560.0
flow_11_29,532.0,562.0
flow_10_45,541.0,569.0
flow_10_46,553.0,586.0
flow_13_14,561.0,656.0
flow_10_47,565.0,593.0
flow_10_48,577.0,626.0
flow_11_30,580.0,626.0
flow_11_31,583.0,630.0
flow_11_32,585.0,632.0
flow_10_49,589.0,630.0
flow_12_6,590.0,656.0
flow_12_7,592.0,659.0
flow_13_15,601.0,660.0
flow_10_50,601.0,632.0
flow_11_33,606.0,635.0
flow_11_34,609.0,637.0
flow_11_35,611.0,640.0
flow_10_51,613.0,641.0
flow_11_36,614.0,642.0
flow_11_37,616.0,645.0
flow_10_52,625.0,686.0
flow_10_53,637.0,690.0
flow_13_16,641.0,716.0
flow_10_54,649.0,706.0
flow_11_38,649.0,686.0
flow_11_39,652.0,690.0
flow_10_55,661.0,710.0
flow_12_8,670.0,716.0
flow_12_9,672.0,719.0
flow_10_56,673.0,726.0
flow_13_17,681.0,720.0
flow_10_57,685.0,730.0
flow_11_40,690.0,726.0
flow_11_41,692.0,729.0
flow_11_42,695.0,732.0
flow_10_58,697.0,732.0
flow_11_43,697.0,735.0
flow_12_10,699.0,826.0
flow_12_11,702.0,830.0
flow_10_59,709.0,737.0
flow_11_44,719.0,756.0
flow_13_18,721.0,826.0
flow_10_60,721.0,756.0
flow_11_45,722.0,760.0
flow_10_61,733.0,761.0
flow_11_46,740.0,786.0
flow_10_62,745.0,786.0
flow_11_47,757.0,790.0
flow_10_63,757.0,790.0
flow_13_19,761.0,830.0
flow_11_48,764.0,792.0
flow_11_49,767.0,795.0
flow_11_50,769.0,797.0
flow_10_64,769.0,797.0
flow_11_51,772.0,800.0
flow_11_52,780.0,816.0
flow_10_65,781.0,816.0
flow_10_66,793.0,821.0
flow_11_53,799.0,836.0
flow_12_12,800.0,846.0
flow_13_20,801.0,846.0
flow_12_13,802.0,850.0
flow_10_67,805.0,836.0
flow_10_68,817.0,856.0
flow_10_69,829.0,859.0
flow_13_21,841.0,896.0
flow_10_70,841.0,869.0
flow_10_71,853.0,881.0
flow_11_54,860.0,885.0
flow_11_55,862.0,888.0
flow_10_72,865.0,906.0
flow_11_56,867.0,906.0
flow_12_14,870.0,897.0
flow_11_57,870.0,910.0
flow_12_15,872.0,899.0
flow_10_73,877.0,910.0
flow_13_22,881.0,926.0
flow_11_58,889.0,914.0
flow_10_74,889.0,917.0
flow_10_75,901.0,946.0
flow_10_76,913.0,950.0
flow_12_16,920.0,976.0
flow_13_23,921.0,976.0
flow_12_17,922.0,980.0
flow_10_77,925.0,966.0
flow_11_59,930.0,966.0
flow_11_60,932.0,970.0
flow_10_78,937.0,970.0
flow_10_79,949.0,996.0
flow_11_61,950.0,996.0
flow_11_62,952.0,1000.0
flow_13_24,961.0,1016.0
flow_10_80,961.0,1000.0
flow_11_63,970.0,1002.0
flow_11_64,972.0,1005.0
flow_10_81,973.0,1002.0
flow_11_65,975.0,1007.0
flow_11_66,977.0,1010.0
flow_12_18,980.0,1016.0
flow_12_19,982.0,1020.0
flow_10_82,985.0,1036.0
flow_10_83,997.0,1040.0
flow_13_25,1001.0,1146.0
flow_10_84,1009.0,1042.0
flow_10_85,1021.0,1049.0
flow_10_86,1033.0,1061.0
flow_11_67,1039.0,1064.0
flow_11_68,1041.0,1066.0
flow_13_26,1041.0,1150.0
flow_10_87,1045.0,1073.0
flow_10_88,1057.0,1096.0
flow_11_69,1060.0,1096.0
flow_11_70,1063.0,1100.0
flow_10_89,1069.0,1099.0
flow_11_71,1080.0,1105.0
flow_13_27,1081.0,1176.0
flow_10_90,1081.0,1109.0
flow_11_72,1083.0,1108.0
flow_10_91,1093.0,1136.0
flow_11_73,1100.0,1136.0
flow_11_74,1102.0,1140.0
flow_10_92,1105.0,1140.0
flow_10_93,1117.0,1156.0
flow_11_75,1120.0,1156.0
flow_13_28,1121.0,1180.0
flow_11_76,1123.0,1160.0
flow_10_94,1129.0,1159.0
flow_11_77,1140.0,1165.0
flow_10_95,1141.0,1169.0
flow_11_78,1142.0,1168.0
flow_10_96,1153.0,1186.0
flow_12_20,1160.0,1196.0
flow_13_29,1161.0,1196.0
flow_12_21,1162.0,1200.0
flow_12_22,1165.0,1256.0
flow_10_97,1165.0,1206.0
flow_11_79,1170.0,1206.0
flow_11_80,1172.0,1210.0
flow_10_98,1177.0,1210.0
flow_10_99,1189.0,1217.0
flow_11_81,1190.0,1215.0
flow_11_82,1192.0,1218.0
flow_12_23,1200.0,1260.0
flow_13_30,1201.0,1256.0
flow_10_100,1201.0,1229.0
flow_10_101,1213.0,1241.0
flow_11_83,1220.0,1245.0
flow_11_84,1222.0,1248.0
flow_10_102,1225.0,1266.0
flow_11_85,1225.0,1250.0
flow_11_86,1227.0,1266.0
flow_11_87,1230.0,1270.0
flow_10_103,1237.0,1270.0
flow_13_31,1241.0,1296.0
flow_10_104,1249.0,1286.0
flow_11_88,1250.0,1286.0
flow_11_89,1252.0,1290.0
flow_11_90,1257.0,1306.0
flow_11_91,1260.0,1310.0
flow_10_105,1261.0,1290.0
flow_10_106,1273.0,1306.0
flow_12_24,1280.0,1316.0
flow_11_92,1280.0,1326.0
flow_13_32,1281.0,1316.0
flow_11_93,1282.0,1329.0
flow_12_25,1282.0,1320.0
flow_10_107,1285.0,1326.0
flow_10_108,1297.0,1330.0
flow_10_109,1309.0,1337.0
flow_12_26,1310.0,1376.0
flow_11_94,1310.0,1335.0
flow_11_95,1312.0,1338.0
flow_10_110,1321.0,1349.0
flow_13_33,1321.0,1376.0
flow_10_111,1333.0,1366.0
flow_11_96,1340.0,1367.0
flow_11_97,1342.0,1369.0
flow_11_98,1345.0,1386.0
flow_10_112,1345.0,1386.0
flow_12_27,1350.0,1380.0
flow_11_99,1353.0,1390.0
flow_11_100,1355.0,1392.0
flow_10_113,1357.0,1390.0
flow_13_34,1361.0,1456.0
flow_10_114,1369.0,1397.0
flow_10_115,1381.0,1409.0
flow_11_101,1383.0,1408.0
flow_11_102,1386.0,1411.0
flow_10_116,1393.0,1421.0
flow_13_35,1401.0,1460.0
flow_10_117,1405.0,1433.0
flow_11_103,1409.0,1434.0
flow_11_104,1411.0,1436.0
flow_10_118,1417.0,1445.0
flow_12_28,1420.0,1456.0
flow_10_119,1429.0,1466.0
flow_11_105,1436.0,1466.0
flow_11_106,1438.0,1470.0
flow_10_120,1441.0,1470.0
flow_13_36,1441.0,1486.0
flow_11_107,1441.0,1472.0
flow_10_121,1453.0,1481.0
flow_10_122,1465.0,1496.0
flow_10_123,1477.0,1516.0
flow_11_108,1480.0,1516.0
flow_13_37,1481.0,1509.0
flow_11_109,1482.0,1520.0
flow_10_124,1489.0,1519.0
flow_11_110,1500.0,1525.0
flow_10_125,1501.0,1529.0
flow_11_111,1502.0,1528.0
flow_12_29,1510.0,1556.0
flow_12_30,1512.0,1559.0
flow_10_126,1513.0,1541.0
flow_11_112,1520.0,1545.0
flow_13_38,1521.0,1556.0
flow_11_113,1522.0,1548.0
flow_10_127,1525.0,1566.0
flow_11_114,1525.0,1550.0
flow_10_128,1537.0,1570.0
flow_12_31,1540.0,1576.0
flow_12_32,1542.0,1580.0
flow_10_129,1549.0,1606.0
flow_11_115,1557.0,1606.0
flow_13_39,1561.0,1589.0
flow_10_130,1561.0,1610.0
flow_10_131,1573.0,1612.0
flow_10_132,1585.0,1615.0
flow_10_133,1597.0,1625.0
flow_11_116,1600.0,1625.0
flow_12_33,1600.0,1696.0
flow_13_40,1601.0,1696.0
flow_11_117,1602.0,1628.0
flow_11_118,1605.0,1630.0
flow_11_119,1607.0,1633.0
flow_10_134,1609.0,1637.0
flow_11_120,1610.0,1635.0
flow_11_121,1612.0,1638.0
flow_10_135,1621.0,1649.0
flow_10_136,1633.0,1666.0
flow_11_122,1640.0,1667.0
flow_13_41,1641.0,1700.0
flow_11_123,1644.0,1669.0
flow_10_137,1645.0,1673.0
flow_10_138,1657.0,1726.0
flow_10_139,1669.0,1730.0
flow_13_42,1681.0,1709.0
flow_10_140,1681.0,1746.0
flow_10_141,1693.0,1750.0
flow_10_142,1705.0,1752.0
flow_10_143,1717.0,1755.0
flow_12_34,1720.0,1766.0
flow_13_43,1721.0,1766.0
flow_12_35,1722.0,1770.0
flow_12_36,1725.0,1772.0
flow_10_144,1729.0,1757.0
flow_11_124,1730.0,1755.0
flow_11_125,1732.0,1758.0
flow_11_126,1735.0,1760.0
flow_11_127,1737.0,1786.0
flow_11_128,1740.0,1790.0
flow_10_145,1741.0,1786.0
flow_11_129,1742.0,1792.0
flow_10_146,1753.0,1790.0
flow_13_44,1761.0,1816.0
flow_10_147,1765.0,1793.0
flow_11_130,1770.0,1795.0
flow_11_131,1773.0,1798.0
flow_11_132,1775.0,1800.0
flow_10_148,1777.0,1805.0
flow_11_133,1777.0,1803.0
flow_10_149,1789.0,1826.0
flow_12_37,1800.0,1866.0
flow_13_45,1801.0,1866.0
flow_10_150,1801.0,1830.0
flow_12_38,1802.0,1870.0
flow_11_134,1809.0,1846.0
flow_11_135,1811.0,1850.0
