,enter_time,leave_time
flow_17_0,31.0,66.0
flow_8_0,69.0,94.0
flow_17_1,71.0,166.0
flow_8_1,72.0,97.0
flow_8_2,82.0,107.0
flow_8_3,94.0,119.0
flow_9_0,100.0,125.0
flow_9_1,102.0,128.0
flow_9_2,114.0,139.0
flow_9_3,121.0,146.0
flow_8_4,130.0,155.0
flow_8_5,132.0,158.0
flow_9_4,133.0,158.0
flow_8_6,135.0,160.0
flow_8_7,142.0,176.0
flow_17_2,150.0,186.0
flow_17_3,153.0,190.0
flow_8_8,154.0,180.0
flow_9_5,160.0,196.0
flow_9_6,164.0,199.0
flow_9_7,169.0,216.0
flow_8_9,177.0,216.0
flow_8_10,180.0,220.0
flow_16_0,180.0,207.0
flow_16_1,182.0,209.0
flow_8_11,200.0,225.0
flow_8_12,203.0,228.0
flow_9_8,210.0,235.0
flow_9_9,213.0,238.0
flow_17_4,220.0,266.0
flow_8_13,229.0,256.0
flow_9_10,230.0,257.0
flow_8_14,232.0,259.0
flow_9_11,232.0,259.0
flow_9_12,237.0,276.0
flow_8_15,249.0,276.0
flow_8_16,252.0,279.0
flow_17_5,260.0,287.0
flow_16_2,270.0,306.0
flow_9_13,270.0,296.0
flow_9_14,273.0,299.0
flow_8_17,280.0,316.0
flow_8_18,287.0,320.0
flow_16_3,290.0,326.0
flow_9_15,290.0,316.0
flow_8_19,290.0,346.0
flow_9_16,293.0,319.0
flow_17_6,300.0,327.0
flow_8_20,320.0,350.0
flow_9_17,320.0,347.0
flow_9_18,322.0,349.0
flow_8_21,322.0,352.0
flow_17_7,330.0,376.0
flow_9_19,340.0,365.0
flow_8_22,340.0,365.0
flow_8_23,343.0,368.0
flow_9_20,347.0,386.0
flow_9_21,350.0,390.0
flow_9_22,352.0,392.0
flow_16_4,359.0,406.0
flow_16_5,361.0,410.0
flow_8_24,370.0,395.0
flow_9_23,370.0,395.0
flow_8_25,372.0,398.0
flow_17_8,380.0,407.0
flow_9_24,386.0,416.0
flow_9_25,389.0,420.0
flow_8_26,390.0,417.0
flow_8_27,392.0,419.0
flow_9_26,407.0,446.0
flow_9_27,410.0,450.0
flow_8_28,417.0,446.0
flow_8_29,420.0,449.0
flow_16_6,420.0,456.0
flow_8_30,422.0,466.0
flow_17_9,430.0,457.0
flow_9_28,430.0,466.0
flow_8_31,430.0,470.0
flow_17_10,433.0,459.0
flow_9_29,433.0,470.0
flow_8_32,460.0,496.0
flow_9_30,470.0,497.0
flow_16_7,470.0,566.0
flow_17_11,471.0,566.0
