,enter_time,leave_time
flow_19_0,1.0,36.0
flow_19_1,41.0,69.0
flow_11_0,69.0,94.0
flow_11_1,72.0,97.0
flow_19_2,81.0,109.0
flow_10_0,117.0,146.0
flow_10_1,120.0,150.0
flow_11_2,120.0,147.0
flow_19_3,121.0,186.0
flow_11_3,122.0,149.0
flow_11_4,140.0,165.0
flow_11_5,142.0,168.0
flow_10_2,160.0,196.0
flow_11_6,160.0,196.0
flow_19_4,161.0,190.0
flow_11_7,162.0,200.0
flow_10_3,162.0,200.0
flow_11_8,165.0,216.0
flow_11_9,187.0,220.0
flow_11_10,190.0,222.0
flow_10_4,190.0,217.0
flow_11_11,192.0,225.0
flow_10_5,192.0,219.0
flow_19_5,201.0,266.0
flow_18_0,210.0,266.0
flow_10_6,210.0,235.0
flow_10_7,212.0,238.0
flow_11_12,227.0,252.0
flow_11_13,230.0,255.0
flow_10_8,230.0,255.0
flow_11_14,232.0,257.0
flow_10_9,232.0,258.0
flow_19_6,241.0,270.0
flow_10_10,250.0,277.0
flow_10_11,257.0,282.0
flow_10_12,260.0,285.0
flow_11_15,260.0,285.0
flow_18_1,260.0,296.0
flow_11_16,262.0,288.0
flow_10_13,262.0,287.0
flow_11_17,277.0,336.0
flow_11_18,280.0,340.0
flow_10_14,280.0,336.0
flow_19_7,281.0,309.0
flow_10_15,282.0,340.0
flow_10_16,285.0,342.0
flow_11_19,297.0,342.0
flow_11_20,300.0,345.0
flow_18_2,310.0,356.0
flow_10_17,320.0,345.0
flow_11_21,320.0,347.0
flow_19_8,321.0,356.0
flow_10_18,327.0,376.0
flow_10_19,330.0,380.0
flow_11_22,339.0,376.0
flow_11_23,342.0,380.0
flow_11_24,360.0,406.0
flow_10_20,360.0,406.0
flow_19_9,361.0,436.0
flow_11_25,362.0,410.0
flow_10_21,362.0,410.0
flow_18_3,380.0,436.0
flow_18_4,382.0,440.0
flow_10_22,389.0,426.0
flow_10_23,392.0,430.0
flow_11_26,399.0,426.0
flow_19_10,401.0,440.0
flow_11_27,402.0,429.0
flow_10_24,410.0,456.0
flow_10_25,412.0,460.0
flow_18_5,440.0,467.0
flow_11_28,440.0,476.0
flow_10_26,440.0,476.0
flow_19_11,441.0,469.0
flow_18_6,442.0,469.0
flow_10_27,442.0,480.0
flow_11_29,442.0,480.0
flow_10_28,460.0,485.0
flow_10_29,462.0,488.0
flow_11_30,469.0,494.0
flow_11_31,472.0,497.0
flow_10_30,480.0,505.0
flow_19_12,481.0,526.0
flow_11_32,499.0,546.0
flow_10_31,500.0,546.0
flow_11_33,502.0,550.0
flow_10_32,502.0,550.0
flow_11_34,504.0,552.0
flow_11_35,506.0,555.0
flow_11_36,509.0,557.0
flow_11_37,511.0,560.0
flow_19_13,521.0,576.0
flow_10_33,527.0,553.0
flow_18_7,529.0,576.0
flow_10_34,530.0,555.0
flow_18_8,531.0,580.0
flow_10_35,532.0,558.0
flow_11_38,537.0,586.0
flow_11_39,540.0,590.0
flow_11_40,542.0,592.0
flow_10_36,560.0,587.0
flow_11_41,560.0,595.0
flow_19_14,561.0,606.0
flow_10_37,563.0,589.0
flow_11_42,577.0,616.0
flow_10_38,580.0,616.0
flow_11_43,580.0,620.0
flow_18_9,580.0,607.0
flow_18_10,582.0,609.0
flow_10_39,583.0,620.0
flow_10_40,585.0,646.0
flow_19_15,601.0,629.0
flow_11_44,619.0,646.0
flow_11_45,622.0,649.0
flow_10_41,630.0,655.0
flow_10_42,632.0,658.0
flow_10_43,635.0,660.0
flow_10_44,637.0,663.0
flow_11_46,639.0,664.0
flow_10_45,640.0,665.0
flow_19_16,641.0,696.0
flow_11_47,642.0,667.0
flow_18_11,660.0,696.0
flow_11_48,667.0,706.0
flow_10_46,669.0,706.0
flow_11_49,670.0,710.0
flow_10_47,671.0,710.0
flow_11_50,672.0,712.0
flow_11_51,675.0,715.0
flow_19_17,681.0,776.0
flow_10_48,690.0,715.0
flow_10_49,692.0,718.0
flow_11_52,699.0,724.0
flow_11_53,702.0,727.0
flow_11_54,706.0,731.0
flow_19_18,721.0,780.0
flow_11_55,730.0,766.0
flow_10_50,730.0,766.0
flow_18_12,730.0,776.0
flow_18_13,732.0,779.0
flow_10_51,733.0,770.0
flow_11_56,749.0,786.0
flow_11_57,752.0,790.0
flow_11_58,754.0,792.0
flow_10_52,760.0,787.0
flow_19_19,761.0,806.0
flow_10_53,762.0,789.0
flow_10_54,767.0,792.0
flow_10_55,770.0,795.0
flow_10_56,772.0,797.0
flow_10_57,800.0,825.0
flow_11_59,800.0,825.0
flow_18_14,800.0,836.0
flow_19_20,801.0,836.0
flow_18_15,802.0,840.0
flow_10_58,802.0,828.0
flow_11_60,802.0,828.0
flow_11_61,805.0,830.0
flow_11_62,807.0,856.0
flow_10_59,820.0,856.0
