,enter_time,leave_time
flow_3_0,67.0,96.0
flow_3_1,70.0,99.0
flow_2_0,99.0,126.0
flow_3_2,100.0,126.0
flow_2_1,102.0,129.0
flow_3_3,103.0,129.0
flow_3_4,106.0,131.0
flow_2_2,109.0,134.0
flow_18_0,110.0,176.0
flow_18_1,112.0,180.0
flow_2_3,121.0,146.0
flow_3_5,130.0,155.0
flow_3_6,133.0,158.0
flow_2_4,133.0,158.0
flow_3_7,147.0,196.0
flow_3_8,177.0,202.0
flow_3_9,180.0,205.0
flow_18_2,180.0,266.0
flow_3_10,182.0,207.0
flow_18_3,182.0,270.0
flow_3_11,190.0,215.0
flow_2_5,200.0,225.0
flow_18_4,200.0,286.0
flow_2_6,202.0,228.0
flow_2_7,205.0,230.0
flow_2_8,207.0,246.0
flow_2_9,210.0,250.0
flow_2_10,212.0,252.0
flow_3_12,230.0,255.0
flow_3_13,232.0,258.0
flow_3_14,235.0,260.0
flow_3_15,238.0,276.0
flow_3_16,250.0,280.0
flow_2_11,250.0,277.0
flow_2_12,252.0,279.0
flow_2_13,255.0,296.0
flow_2_14,257.0,300.0
flow_2_15,277.0,326.0
flow_19_0,290.0,315.0
flow_18_5,290.0,315.0
flow_19_1,292.0,318.0
flow_18_6,292.0,318.0
flow_3_17,300.0,327.0
flow_3_18,302.0,329.0
flow_3_19,305.0,332.0
flow_3_20,307.0,334.0
flow_2_16,329.0,354.0
flow_19_2,330.0,416.0
flow_2_17,331.0,356.0
flow_19_3,333.0,420.0
flow_2_18,334.0,359.0
flow_2_19,336.0,361.0
flow_18_7,340.0,416.0
flow_3_21,360.0,387.0
flow_3_22,362.0,389.0
flow_2_20,364.0,389.0
flow_3_23,367.0,392.0
flow_2_21,367.0,392.0
flow_2_22,369.0,394.0
flow_18_8,370.0,420.0
flow_3_24,370.0,395.0
flow_3_25,372.0,397.0
flow_2_23,372.0,397.0
flow_2_24,374.0,399.0
flow_3_26,375.0,400.0
flow_3_27,382.0,407.0
flow_19_4,390.0,446.0
flow_19_5,393.0,450.0
