,enter_time,leave_time
flow_17_0,1.0,146.0
flow_17_1,41.0,150.0
flow_10_0,80.0,107.0
flow_17_2,81.0,196.0
flow_10_1,82.0,109.0
flow_10_2,85.0,156.0
flow_11_0,120.0,156.0
flow_17_3,121.0,200.0
flow_11_1,123.0,160.0
flow_17_4,161.0,266.0
flow_11_2,170.0,216.0
flow_11_3,173.0,220.0
flow_17_5,201.0,270.0
flow_17_6,241.0,296.0
flow_10_3,250.0,286.0
flow_10_4,252.0,290.0
flow_17_7,281.0,309.0
flow_11_4,310.0,336.0
flow_11_5,313.0,339.0
flow_11_6,316.0,341.0
flow_11_7,319.0,396.0
flow_10_5,320.0,396.0
flow_17_8,321.0,356.0
flow_10_6,322.0,400.0
flow_10_7,325.0,446.0
flow_10_8,327.0,450.0
flow_10_9,330.0,466.0
flow_10_10,332.0,469.0
flow_17_9,361.0,416.0
flow_16_0,369.0,417.0
flow_10_11,370.0,506.0
flow_16_1,372.0,420.0
flow_10_12,373.0,509.0
flow_17_10,401.0,496.0
flow_10_13,410.0,536.0
flow_10_14,413.0,540.0
flow_10_15,440.0,586.0
flow_17_11,441.0,500.0
flow_16_2,450.0,496.0
flow_16_3,452.0,500.0
flow_17_12,481.0,666.0
flow_10_16,500.0,590.0
flow_10_17,502.0,626.0
flow_10_18,505.0,630.0
flow_10_19,507.0,632.0
flow_10_20,510.0,635.0
flow_10_21,512.0,637.0
flow_16_4,519.0,666.0
flow_11_8,520.0,586.0
flow_17_13,521.0,670.0
flow_16_5,521.0,670.0
flow_11_9,522.0,590.0
flow_17_14,561.0,686.0
flow_17_15,601.0,690.0
flow_10_22,620.0,656.0
flow_10_23,622.0,660.0
flow_17_16,641.0,692.0
flow_10_24,660.0,716.0
flow_10_25,662.0,720.0
flow_16_6,670.0,695.0
flow_16_7,672.0,698.0
flow_17_17,681.0,726.0
flow_10_26,690.0,746.0
flow_10_27,692.0,749.0
flow_16_8,709.0,734.0
flow_11_10,710.0,746.0
flow_16_9,711.0,736.0
