,enter_time,leave_time
flow_18_0,40.0,67.0
flow_3_0,67.0,96.0
flow_3_1,70.0,99.0
flow_18_1,80.0,116.0
flow_3_2,82.0,107.0
flow_3_3,100.0,127.0
flow_2_0,100.0,127.0
flow_2_1,102.0,129.0
flow_3_4,106.0,131.0
flow_2_2,109.0,134.0
flow_2_3,121.0,146.0
flow_3_5,130.0,155.0
flow_3_6,133.0,158.0
flow_2_4,133.0,158.0
flow_3_7,149.0,176.0
flow_2_5,167.0,196.0
flow_2_6,170.0,199.0
flow_2_7,172.0,202.0
flow_3_8,177.0,202.0
flow_3_9,180.0,205.0
flow_2_8,181.0,206.0
flow_3_10,182.0,207.0
flow_3_11,190.0,215.0
flow_2_9,193.0,218.0
flow_18_2,200.0,227.0
flow_3_12,202.0,246.0
flow_18_3,202.0,229.0
flow_3_13,230.0,255.0
flow_3_14,232.0,258.0
flow_3_15,238.0,263.0
flow_2_10,250.0,275.0
flow_19_0,250.0,286.0
flow_2_11,252.0,278.0
flow_2_12,255.0,280.0
flow_2_13,257.0,296.0
flow_2_14,260.0,300.0
flow_19_1,290.0,315.0
flow_3_16,290.0,326.0
flow_18_4,290.0,315.0
flow_19_2,292.0,318.0
flow_3_17,292.0,330.0
flow_18_5,292.0,318.0
flow_3_18,295.0,332.0
flow_3_19,297.0,335.0
flow_3_20,300.0,337.0
flow_19_3,309.0,377.0
flow_19_4,312.0,380.0
flow_2_15,329.0,354.0
flow_2_16,331.0,356.0
flow_2_17,334.0,359.0
flow_2_18,336.0,361.0
flow_2_19,339.0,386.0
flow_18_6,340.0,376.0
flow_2_20,341.0,390.0
flow_18_7,342.0,380.0
flow_2_21,357.0,392.0
flow_3_21,367.0,392.0
flow_18_8,370.0,416.0
flow_3_22,370.0,395.0
flow_3_23,372.0,397.0
flow_3_24,375.0,400.0
flow_3_25,377.0,402.0
flow_2_22,379.0,404.0
flow_3_26,380.0,405.0
flow_2_23,381.0,406.0
flow_3_27,382.0,407.0
flow_19_5,390.0,417.0
flow_19_6,392.0,419.0
flow_2_24,399.0,436.0
flow_18_9,400.0,466.0
flow_2_25,402.0,440.0
flow_2_26,417.0,443.0
flow_2_27,424.0,449.0
flow_2_28,427.0,452.0
flow_2_29,433.0,458.0
flow_19_7,440.0,467.0
flow_3_28,440.0,476.0
flow_18_10,440.0,470.0
flow_3_29,442.0,480.0
flow_3_30,460.0,485.0
flow_3_31,462.0,488.0
flow_2_30,480.0,505.0
flow_2_31,483.0,508.0
flow_3_32,487.0,512.0
flow_3_33,490.0,515.0
flow_3_34,492.0,517.0
flow_2_32,500.0,525.0
flow_3_35,510.0,535.0
flow_3_36,513.0,538.0
flow_2_33,527.0,556.0
flow_2_34,530.0,560.0
flow_18_11,540.0,567.0
flow_18_12,542.0,569.0
flow_2_35,547.0,596.0
flow_2_36,550.0,600.0
flow_2_37,552.0,616.0
flow_19_8,559.0,586.0
flow_3_37,560.0,596.0
flow_3_38,563.0,600.0
flow_2_38,580.0,620.0
flow_18_13,580.0,607.0
flow_2_39,583.0,622.0
flow_19_9,590.0,656.0
flow_19_10,592.0,660.0
flow_19_11,609.0,686.0
flow_2_40,610.0,635.0
flow_3_39,610.0,635.0
flow_3_40,612.0,638.0
flow_2_41,613.0,638.0
flow_3_41,615.0,640.0
flow_3_42,617.0,643.0
flow_3_43,620.0,645.0
flow_3_44,622.0,648.0
flow_3_45,625.0,650.0
flow_3_46,627.0,666.0
flow_2_42,630.0,666.0
flow_2_43,633.0,670.0
flow_2_44,635.0,672.0
flow_2_45,637.0,675.0
flow_18_14,640.0,686.0
flow_18_15,642.0,690.0
flow_2_46,647.0,677.0
flow_3_47,650.0,675.0
flow_3_48,652.0,678.0
flow_3_49,657.0,696.0
flow_3_50,660.0,700.0
flow_3_51,679.0,704.0
flow_19_12,680.0,716.0
flow_2_47,680.0,705.0
flow_3_52,682.0,707.0
flow_2_48,683.0,708.0
flow_18_16,700.0,746.0
flow_2_49,700.0,727.0
flow_2_50,702.0,729.0
flow_3_53,707.0,732.0
flow_3_54,710.0,735.0
flow_2_51,720.0,766.0
flow_18_17,740.0,776.0
flow_19_13,740.0,776.0
flow_19_14,742.0,780.0
flow_2_52,750.0,786.0
flow_2_53,752.0,790.0
flow_3_55,760.0,787.0
flow_3_56,762.0,789.0
flow_3_57,765.0,792.0
flow_3_58,767.0,794.0
flow_3_59,770.0,796.0
flow_2_54,780.0,805.0
flow_2_55,782.0,808.0
flow_2_56,797.0,866.0
flow_18_18,800.0,825.0
flow_2_57,800.0,870.0
flow_3_60,800.0,866.0
flow_18_19,802.0,828.0
flow_19_15,810.0,876.0
flow_19_16,814.0,880.0
flow_19_17,817.0,916.0
flow_2_58,819.0,886.0
flow_2_59,822.0,889.0
flow_3_61,840.0,870.0
flow_3_62,842.0,886.0
flow_3_63,847.0,889.0
flow_3_64,850.0,892.0
flow_18_20,860.0,916.0
flow_3_65,869.0,895.0
flow_3_66,872.0,897.0
flow_2_60,880.0,905.0
flow_2_61,882.0,908.0
flow_3_67,890.0,926.0
flow_3_68,892.0,930.0
flow_18_21,900.0,936.0
flow_2_62,900.0,927.0
flow_2_63,902.0,929.0
flow_2_64,905.0,946.0
flow_2_65,907.0,950.0
flow_19_18,910.0,937.0
flow_2_66,910.0,966.0
flow_2_67,912.0,970.0
flow_3_69,917.0,946.0
flow_3_70,920.0,949.0
flow_3_71,922.0,966.0
flow_3_72,925.0,969.0
flow_2_68,930.0,986.0
flow_18_22,930.0,1006.0
flow_2_69,933.0,990.0
flow_2_70,935.0,992.0
flow_3_73,949.0,986.0
flow_18_23,951.0,1010.0
flow_3_74,952.0,990.0
flow_3_75,970.0,995.0
flow_3_76,977.0,1016.0
flow_2_71,980.0,1016.0
flow_3_77,982.0,1019.0
flow_2_72,983.0,1020.0
flow_18_24,991.0,1026.0
flow_2_73,1000.0,1046.0
flow_2_74,1003.0,1050.0
flow_19_19,1010.0,1035.0
flow_19_20,1012.0,1038.0
flow_19_21,1016.0,1041.0
flow_19_22,1018.0,1066.0
flow_2_75,1030.0,1055.0
flow_3_78,1030.0,1055.0
flow_3_79,1032.0,1058.0
flow_2_76,1033.0,1058.0
flow_3_80,1035.0,1060.0
flow_2_77,1035.0,1060.0
flow_3_81,1037.0,1076.0
flow_2_78,1047.0,1076.0
flow_18_25,1060.0,1096.0
flow_19_23,1069.0,1096.0
