,enter_time,leave_time
flow_6_0,67.0,96.0
flow_6_1,70.0,99.0
flow_6_2,82.0,107.0
flow_7_0,85.0,110.0
flow_6_3,94.0,119.0
flow_7_1,97.0,146.0
flow_6_4,106.0,146.0
flow_7_2,109.0,150.0
flow_7_3,137.0,162.0
flow_6_5,140.0,165.0
flow_6_6,142.0,168.0
flow_7_4,144.0,169.0
flow_6_7,145.0,170.0
flow_7_5,147.0,186.0
flow_17_0,150.0,177.0
flow_17_1,152.0,179.0
flow_6_8,169.0,194.0
flow_6_9,172.0,197.0
flow_7_6,174.0,199.0
flow_7_7,177.0,236.0
flow_7_8,181.0,240.0
flow_7_9,193.0,256.0
flow_6_10,200.0,236.0
flow_6_11,202.0,240.0
flow_16_0,210.0,246.0
flow_7_10,220.0,260.0
flow_6_12,229.0,256.0
flow_17_2,230.0,276.0
flow_17_3,232.0,280.0
flow_6_13,232.0,259.0
flow_16_1,240.0,276.0
flow_7_11,240.0,265.0
flow_7_12,242.0,268.0
flow_6_14,250.0,286.0
flow_6_15,252.0,290.0
flow_7_13,270.0,295.0
flow_7_14,277.0,302.0
flow_7_15,280.0,305.0
flow_6_16,280.0,305.0
flow_16_2,280.0,316.0
flow_16_3,282.0,320.0
flow_6_17,282.0,308.0
flow_6_18,287.0,326.0
flow_6_19,290.0,330.0
flow_7_16,299.0,326.0
flow_17_4,300.0,336.0
flow_7_17,302.0,329.0
flow_17_5,302.0,340.0
flow_16_4,319.0,344.0
flow_16_5,321.0,346.0
flow_17_6,329.0,426.0
flow_6_20,340.0,365.0
flow_6_21,342.0,368.0
flow_7_18,357.0,386.0
flow_6_22,360.0,387.0
flow_7_19,360.0,389.0
flow_6_23,362.0,389.0
flow_7_20,362.0,392.0
flow_7_21,365.0,394.0
flow_7_22,367.0,397.0
flow_16_6,367.0,426.0
flow_17_7,370.0,430.0
flow_7_23,370.0,399.0
flow_7_24,373.0,402.0
flow_6_24,380.0,405.0
flow_6_25,382.0,408.0
flow_7_25,390.0,415.0
flow_6_26,400.0,436.0
flow_6_27,402.0,440.0
flow_6_28,405.0,456.0
flow_6_29,407.0,460.0
flow_7_26,409.0,436.0
flow_7_27,412.0,439.0
flow_16_7,420.0,447.0
flow_6_30,427.0,476.0
flow_6_31,430.0,480.0
flow_17_8,430.0,466.0
flow_17_9,432.0,470.0
flow_7_28,436.0,461.0
flow_7_29,439.0,476.0
flow_17_10,459.0,486.0
flow_6_32,480.0,505.0
flow_6_33,482.0,508.0
flow_7_30,500.0,536.0
flow_6_34,500.0,536.0
flow_7_31,502.0,540.0
flow_6_35,502.0,540.0
flow_6_36,505.0,542.0
flow_6_37,507.0,545.0
flow_7_32,520.0,545.0
flow_7_33,522.0,548.0
flow_6_38,529.0,566.0
flow_6_39,532.0,570.0
flow_16_8,539.0,606.0
flow_7_34,540.0,567.0
flow_16_9,541.0,610.0
flow_7_35,542.0,569.0
flow_17_11,550.0,606.0
flow_7_36,560.0,587.0
flow_7_37,562.0,589.0
flow_6_40,567.0,592.0
flow_6_41,570.0,595.0
flow_6_42,572.0,597.0
flow_7_38,577.0,616.0
flow_7_39,580.0,620.0
flow_16_10,580.0,636.0
flow_7_40,582.0,656.0
flow_7_41,585.0,660.0
flow_7_42,589.0,662.0
flow_6_43,590.0,616.0
flow_6_44,597.0,656.0
flow_17_12,600.0,636.0
flow_6_45,600.0,660.0
flow_17_13,602.0,640.0
flow_7_43,620.0,665.0
flow_16_11,620.0,676.0
flow_16_12,623.0,680.0
flow_7_44,627.0,667.0
flow_6_46,627.0,662.0
flow_6_47,630.0,665.0
flow_6_48,647.0,686.0
flow_7_45,650.0,686.0
flow_6_49,650.0,690.0
flow_7_46,652.0,690.0
flow_16_13,669.0,696.0
flow_7_47,670.0,706.0
flow_16_14,671.0,699.0
flow_6_50,680.0,707.0
flow_17_14,680.0,716.0
flow_6_51,682.0,709.0
flow_17_15,682.0,720.0
flow_7_48,690.0,726.0
flow_7_49,692.0,730.0
flow_6_52,700.0,726.0
flow_6_53,703.0,729.0
flow_17_16,709.0,766.0
flow_7_50,710.0,735.0
flow_6_54,720.0,745.0
flow_16_15,739.0,766.0
flow_6_55,739.0,776.0
flow_7_51,740.0,776.0
flow_7_52,742.0,780.0
flow_6_56,742.0,780.0
flow_7_53,745.0,782.0
flow_7_54,747.0,785.0
flow_7_55,754.0,787.0
flow_7_56,757.0,790.0
flow_6_57,760.0,785.0
flow_6_58,762.0,788.0
flow_6_59,790.0,846.0
flow_17_17,790.0,817.0
flow_6_60,792.0,850.0
flow_17_18,792.0,819.0
flow_6_61,795.0,866.0
flow_16_16,800.0,836.0
flow_7_57,810.0,846.0
flow_7_58,812.0,850.0
flow_7_59,830.0,866.0
flow_6_62,830.0,870.0
flow_16_17,830.0,886.0
flow_7_60,832.0,870.0
flow_6_63,832.0,872.0
flow_7_61,850.0,875.0
flow_6_64,850.0,875.0
flow_6_65,852.0,878.0
flow_7_62,852.0,878.0
flow_6_66,855.0,880.0
flow_6_67,862.0,896.0
flow_16_18,870.0,926.0
flow_17_19,870.0,926.0
flow_7_63,870.0,897.0
flow_16_19,873.0,930.0
flow_7_64,877.0,916.0
flow_7_65,880.0,920.0
flow_7_66,882.0,936.0
flow_17_20,900.0,930.0
flow_6_68,900.0,936.0
flow_6_69,902.0,940.0
flow_7_67,906.0,940.0
flow_6_70,907.0,942.0
flow_7_68,909.0,942.0
flow_6_71,910.0,945.0
flow_17_21,919.0,1006.0
flow_6_72,947.0,986.0
flow_16_20,950.0,1006.0
flow_6_73,950.0,990.0
flow_6_74,952.0,1016.0
flow_7_69,959.0,986.0
flow_17_22,960.0,1010.0
flow_7_70,962.0,989.0
flow_6_75,970.0,1020.0
flow_6_76,989.0,1022.0
flow_6_77,992.0,1025.0
flow_7_71,997.0,1022.0
flow_16_21,1000.0,1066.0
flow_7_72,1000.0,1025.0
flow_6_78,1009.0,1034.0
flow_6_79,1012.0,1037.0
