,enter_time,leave_time
flow_10_0,1.0,36.0
flow_13_0,1.0,29.0
flow_10_1,13.0,41.0
flow_10_2,25.0,53.0
flow_10_3,37.0,96.0
flow_13_1,41.0,69.0
flow_10_4,49.0,100.0
flow_10_5,61.0,102.0
flow_10_6,73.0,105.0
flow_13_2,81.0,156.0
flow_10_7,85.0,126.0
flow_10_8,97.0,130.0
flow_10_9,109.0,137.0
flow_10_10,121.0,149.0
flow_13_3,121.0,160.0
flow_10_11,133.0,166.0
flow_10_12,145.0,173.0
flow_10_13,157.0,185.0
flow_13_4,161.0,316.0
flow_10_14,169.0,197.0
flow_11_0,180.0,236.0
flow_10_15,181.0,236.0
flow_11_1,183.0,240.0
flow_11_2,193.0,256.0
flow_10_16,193.0,240.0
flow_13_5,201.0,320.0
flow_10_17,205.0,256.0
flow_11_3,210.0,260.0
flow_11_4,213.0,262.0
flow_10_18,217.0,260.0
flow_10_19,229.0,262.0
flow_11_5,240.0,265.0
flow_13_6,241.0,486.0
flow_10_20,241.0,269.0
flow_11_6,242.0,268.0
flow_11_7,245.0,270.0
flow_10_21,253.0,281.0
flow_10_22,265.0,306.0
flow_10_23,277.0,310.0
flow_13_7,281.0,490.0
flow_10_24,289.0,326.0
flow_11_8,296.0,326.0
flow_11_9,298.0,330.0
flow_10_25,301.0,330.0
flow_11_10,311.0,336.0
flow_10_26,313.0,341.0
flow_11_11,314.0,339.0
flow_11_12,316.0,341.0
flow_11_13,319.0,344.0
flow_13_8,321.0,506.0
flow_10_27,325.0,366.0
flow_10_28,337.0,370.0
flow_10_29,349.0,386.0
flow_11_14,359.0,386.0
flow_13_9,361.0,510.0
flow_11_15,361.0,389.0
flow_10_30,361.0,390.0
flow_11_16,364.0,391.0
flow_11_17,366.0,394.0
flow_10_31,373.0,401.0
flow_11_18,374.0,399.0
flow_11_19,377.0,402.0
flow_10_32,385.0,413.0
flow_10_33,397.0,425.0
flow_13_10,401.0,546.0
flow_10_34,409.0,446.0
flow_10_35,421.0,450.0
flow_10_36,433.0,466.0
flow_11_20,440.0,467.0
flow_13_11,441.0,550.0
flow_11_21,442.0,469.0
flow_11_22,445.0,496.0
flow_10_37,445.0,496.0
flow_11_23,447.0,500.0
flow_10_38,457.0,500.0
flow_10_39,469.0,526.0
flow_11_24,470.0,526.0
flow_11_25,472.0,530.0
flow_10_40,481.0,530.0
flow_13_12,481.0,566.0
flow_12_0,490.0,546.0
flow_12_1,492.0,550.0
flow_10_41,493.0,532.0
flow_11_26,499.0,532.0
flow_11_27,502.0,535.0
flow_10_42,505.0,535.0
flow_10_43,517.0,556.0
flow_13_13,521.0,570.0
flow_10_44,529.0,559.0
flow_12_2,540.0,567.0
flow_10_45,541.0,576.0
flow_12_3,542.0,569.0
flow_12_4,547.0,606.0
flow_12_5,550.0,610.0
flow_10_46,553.0,581.0
flow_11_28,560.0,585.0
flow_13_14,561.0,606.0
flow_11_29,562.0,588.0
flow_10_47,565.0,616.0
flow_11_30,567.0,616.0
flow_11_31,570.0,620.0
flow_10_48,577.0,620.0
flow_10_49,589.0,622.0
flow_12_6,590.0,656.0
flow_12_7,592.0,659.0
flow_13_15,601.0,656.0
flow_10_50,601.0,629.0
flow_10_51,613.0,641.0
flow_11_32,617.0,642.0
flow_11_33,620.0,645.0
flow_10_52,625.0,666.0
flow_10_53,637.0,670.0
flow_13_16,641.0,756.0
flow_11_34,649.0,696.0
flow_10_54,649.0,696.0
flow_11_35,652.0,700.0
flow_11_36,654.0,716.0
flow_11_37,656.0,720.0
flow_11_38,659.0,722.0
flow_12_8,660.0,756.0
flow_10_55,661.0,700.0
flow_11_39,661.0,725.0
flow_12_9,662.0,760.0
flow_10_56,673.0,716.0
flow_13_17,681.0,760.0
flow_10_57,685.0,720.0
flow_11_40,687.0,727.0
flow_11_41,690.0,730.0
flow_10_58,697.0,725.0
flow_10_59,709.0,766.0
flow_13_18,721.0,826.0
flow_10_60,721.0,770.0
flow_12_10,730.0,826.0
flow_12_11,732.0,829.0
flow_10_61,733.0,786.0
flow_10_62,745.0,790.0
flow_10_63,757.0,792.0
flow_13_19,761.0,830.0
flow_10_64,769.0,797.0
flow_11_42,777.0,802.0
flow_11_43,780.0,805.0
flow_10_65,781.0,809.0
flow_10_66,793.0,836.0
flow_13_20,801.0,856.0
flow_10_67,805.0,840.0
flow_11_44,809.0,836.0
flow_11_45,811.0,839.0
flow_10_68,817.0,845.0
flow_10_69,829.0,876.0
flow_11_46,840.0,876.0
flow_13_21,841.0,869.0
flow_10_70,841.0,880.0
flow_11_47,843.0,880.0
flow_11_48,845.0,882.0
flow_11_49,847.0,885.0
flow_11_50,850.0,887.0
flow_11_51,852.0,890.0
flow_10_71,853.0,882.0
flow_12_12,859.0,896.0
flow_12_13,861.0,900.0
flow_10_72,865.0,906.0
flow_10_73,877.0,910.0
flow_13_22,881.0,916.0
flow_10_74,889.0,926.0
flow_12_14,890.0,916.0
flow_12_15,893.0,919.0
flow_12_16,895.0,921.0
flow_12_17,897.0,1056.0
flow_11_52,900.0,926.0
flow_10_75,901.0,930.0
flow_11_53,903.0,929.0
flow_10_76,913.0,946.0
flow_13_23,921.0,1056.0
flow_10_77,925.0,976.0
flow_10_78,937.0,980.0
flow_11_54,940.0,976.0
flow_11_55,942.0,980.0
flow_10_79,949.0,982.0
flow_13_24,961.0,1060.0
flow_10_80,961.0,989.0
flow_11_56,970.0,1016.0
flow_11_57,972.0,1020.0
flow_10_81,973.0,1016.0
flow_10_82,985.0,1020.0
flow_11_58,990.0,1066.0
flow_11_59,992.0,1070.0
flow_11_60,995.0,1072.0
flow_11_61,997.0,1075.0
flow_10_83,997.0,1066.0
flow_11_62,1000.0,1077.0
flow_13_25,1001.0,1096.0
flow_11_63,1002.0,1080.0
flow_10_84,1009.0,1070.0
flow_11_64,1020.0,1082.0
flow_10_85,1021.0,1072.0
flow_11_65,1022.0,1085.0
flow_11_66,1025.0,1087.0
flow_11_67,1027.0,1090.0
flow_11_68,1030.0,1106.0
flow_11_69,1032.0,1110.0
flow_10_86,1033.0,1075.0
flow_13_26,1041.0,1100.0
flow_10_87,1045.0,1077.0
flow_11_70,1047.0,1112.0
flow_11_71,1050.0,1115.0
flow_11_72,1052.0,1117.0
flow_10_88,1057.0,1085.0
flow_10_89,1069.0,1106.0
flow_10_90,1081.0,1110.0
flow_13_27,1081.0,1186.0
flow_11_73,1090.0,1120.0
flow_11_74,1092.0,1122.0
flow_10_91,1093.0,1121.0
flow_10_92,1105.0,1133.0
flow_12_18,1110.0,1186.0
flow_12_19,1112.0,1189.0
flow_10_93,1117.0,1145.0
flow_11_75,1120.0,1145.0
flow_13_28,1121.0,1190.0
flow_11_76,1122.0,1148.0
flow_10_94,1129.0,1157.0
flow_11_77,1140.0,1165.0
flow_10_95,1141.0,1169.0
flow_11_78,1142.0,1168.0
flow_10_96,1153.0,1181.0
flow_13_29,1161.0,1216.0
flow_10_97,1165.0,1206.0
flow_11_79,1167.0,1206.0
flow_12_20,1170.0,1216.0
flow_11_80,1170.0,1210.0
flow_12_21,1172.0,1220.0
flow_10_98,1177.0,1210.0
flow_11_81,1187.0,1226.0
flow_10_99,1189.0,1226.0
flow_11_82,1190.0,1230.0
flow_10_100,1201.0,1230.0
flow_13_30,1201.0,1286.0
flow_10_101,1213.0,1241.0
flow_11_83,1220.0,1245.0
flow_10_102,1225.0,1253.0
flow_10_103,1237.0,1265.0
flow_11_84,1240.0,1265.0
flow_13_31,1241.0,1290.0
flow_11_85,1242.0,1268.0
flow_11_86,1245.0,1270.0
flow_11_87,1247.0,1296.0
flow_10_104,1249.0,1296.0
flow_11_88,1250.0,1300.0
flow_10_105,1261.0,1300.0
flow_10_106,1273.0,1316.0
flow_12_22,1280.0,1307.0
flow_13_32,1281.0,1309.0
flow_12_23,1282.0,1309.0
flow_10_107,1285.0,1320.0
flow_10_108,1297.0,1325.0
flow_10_109,1309.0,1356.0
flow_11_89,1320.0,1356.0
flow_13_33,1321.0,1436.0
flow_10_110,1321.0,1360.0
flow_11_90,1323.0,1360.0
flow_10_111,1333.0,1376.0
flow_10_112,1345.0,1380.0
flow_12_24,1350.0,1436.0
flow_12_25,1352.0,1439.0
flow_10_113,1357.0,1446.0
flow_13_34,1361.0,1440.0
flow_11_91,1367.0,1446.0
flow_10_114,1369.0,1450.0
flow_11_92,1370.0,1450.0
flow_12_26,1379.0,1466.0
flow_10_115,1381.0,1452.0
flow_12_27,1382.0,1470.0
flow_10_116,1393.0,1455.0
flow_11_93,1400.0,1452.0
flow_13_35,1401.0,1466.0
flow_11_94,1402.0,1455.0
flow_10_117,1405.0,1457.0
flow_10_118,1417.0,1460.0
flow_11_95,1420.0,1457.0
flow_11_96,1422.0,1460.0
flow_11_97,1425.0,1476.0
