,enter_time,leave_time
flow_19_0,40.0,86.0
flow_19_1,80.0,107.0
flow_19_2,130.0,155.0
flow_9_0,140.0,176.0
flow_9_1,142.0,180.0
flow_19_3,151.0,186.0
flow_8_0,160.0,236.0
flow_18_0,167.0,192.0
flow_18_1,189.0,214.0
flow_18_2,192.0,217.0
flow_19_4,210.0,246.0
flow_9_2,220.0,296.0
flow_9_3,222.0,300.0
flow_9_4,225.0,302.0
flow_9_5,227.0,305.0
flow_19_5,250.0,356.0
flow_18_3,259.0,356.0
flow_19_6,271.0,360.0
flow_9_6,280.0,307.0
flow_9_7,282.0,310.0
flow_9_8,285.0,326.0
flow_9_9,287.0,330.0
flow_9_10,290.0,332.0
flow_9_11,292.0,335.0
flow_8_1,310.0,335.0
flow_9_12,310.0,337.0
flow_9_13,312.0,340.0
flow_8_2,312.0,338.0
flow_8_3,315.0,340.0
flow_8_4,317.0,343.0
flow_19_7,320.0,362.0
flow_8_5,320.0,345.0
flow_8_6,322.0,348.0
flow_8_7,350.0,386.0
flow_18_4,350.0,396.0
flow_19_8,351.0,396.0
flow_18_5,352.0,400.0
flow_8_8,353.0,390.0
flow_9_14,370.0,406.0
flow_9_15,372.0,410.0
flow_8_9,380.0,406.0
flow_8_10,383.0,409.0
flow_8_11,385.0,411.0
flow_8_12,387.0,426.0
flow_8_13,390.0,430.0
flow_9_16,390.0,426.0
flow_8_14,392.0,466.0
flow_9_17,392.0,429.0
flow_9_18,410.0,466.0
flow_9_19,412.0,470.0
flow_9_20,430.0,472.0
flow_8_15,430.0,470.0
flow_9_21,432.0,475.0
flow_8_16,433.0,472.0
flow_9_22,450.0,477.0
flow_18_6,450.0,496.0
flow_9_23,452.0,480.0
flow_18_7,452.0,500.0
flow_9_24,455.0,482.0
flow_9_25,457.0,485.0
flow_8_17,460.0,485.0
flow_9_26,460.0,487.0
flow_9_27,462.0,490.0
flow_8_18,463.0,488.0
flow_8_19,465.0,490.0
flow_8_20,467.0,526.0
flow_8_21,470.0,529.0
flow_8_22,472.0,532.0
flow_9_28,480.0,526.0
flow_9_29,482.0,530.0
flow_8_23,490.0,535.0
flow_8_24,493.0,537.0
flow_18_8,500.0,546.0
flow_9_30,510.0,535.0
flow_19_9,510.0,546.0
flow_9_31,512.0,538.0
flow_19_10,512.0,550.0
flow_8_25,520.0,566.0
flow_8_26,523.0,570.0
flow_9_32,530.0,566.0
flow_9_33,532.0,570.0
flow_19_11,540.0,576.0
flow_8_27,540.0,586.0
flow_19_12,542.0,580.0
flow_8_28,543.0,590.0
flow_8_29,545.0,646.0
flow_8_30,547.0,649.0
flow_8_31,550.0,652.0
flow_9_34,550.0,586.0
flow_9_35,552.0,590.0
flow_8_32,552.0,655.0
flow_9_36,570.0,646.0
flow_19_13,570.0,597.0
flow_8_33,570.0,657.0
flow_9_37,572.0,649.0
flow_8_34,572.0,660.0
flow_8_35,590.0,676.0
flow_8_36,597.0,680.0
flow_9_38,600.0,652.0
flow_8_37,600.0,706.0
flow_9_39,602.0,655.0
flow_8_38,602.0,709.0
flow_19_14,620.0,716.0
flow_18_9,620.0,716.0
flow_9_40,620.0,657.0
flow_9_41,622.0,660.0
flow_18_10,622.0,720.0
flow_8_39,630.0,726.0
flow_8_40,633.0,729.0
flow_8_41,635.0,732.0
flow_8_42,637.0,735.0
flow_19_15,640.0,720.0
flow_8_43,640.0,737.0
flow_9_42,640.0,676.0
flow_9_43,642.0,680.0
flow_8_44,647.0,740.0
flow_8_45,650.0,756.0
flow_19_16,680.0,766.0
flow_8_46,689.0,759.0
flow_9_44,690.0,726.0
flow_8_47,691.0,776.0
flow_9_45,692.0,730.0
flow_18_11,700.0,766.0
flow_18_12,702.0,769.0
flow_19_17,720.0,770.0
flow_8_48,730.0,779.0
flow_9_46,730.0,757.0
flow_9_47,732.0,759.0
flow_8_49,733.0,806.0
flow_9_48,735.0,776.0
flow_9_49,737.0,780.0
flow_9_50,740.0,806.0
flow_9_51,742.0,810.0
flow_9_52,745.0,846.0
flow_8_50,750.0,810.0
flow_8_51,752.0,846.0
flow_18_13,760.0,787.0
flow_19_18,760.0,787.0
flow_18_14,762.0,789.0
flow_9_53,770.0,850.0
flow_9_54,772.0,852.0
flow_8_52,777.0,850.0
flow_8_53,780.0,852.0
flow_8_54,782.0,855.0
flow_18_15,800.0,836.0
flow_9_55,800.0,855.0
flow_18_16,802.0,839.0
flow_9_56,802.0,857.0
flow_9_57,820.0,860.0
flow_8_55,820.0,857.0
flow_9_58,822.0,896.0
flow_8_56,823.0,860.0
flow_8_57,839.0,896.0
flow_19_19,840.0,867.0
flow_8_58,841.0,900.0
flow_19_20,842.0,869.0
flow_18_17,870.0,966.0
flow_8_59,870.0,926.0
flow_8_60,873.0,930.0
flow_8_61,875.0,946.0
flow_8_62,877.0,950.0
flow_8_63,880.0,952.0
flow_9_59,880.0,926.0
flow_9_60,882.0,930.0
flow_8_64,882.0,955.0
flow_9_61,885.0,946.0
flow_9_62,887.0,950.0
flow_9_63,890.0,952.0
