,enter_time,leave_time
flow_9_0,59.0,86.0
flow_9_1,70.0,95.0
flow_9_2,87.0,112.0
flow_9_3,94.0,119.0
flow_8_0,97.0,122.0
flow_8_1,100.0,125.0
flow_19_0,100.0,186.0
flow_19_1,102.0,190.0
flow_8_2,120.0,145.0
flow_9_4,120.0,145.0
flow_9_5,122.0,148.0
flow_8_3,123.0,148.0
flow_8_4,133.0,158.0
flow_9_6,137.0,162.0
flow_9_7,142.0,167.0
flow_8_5,157.0,196.0
flow_8_6,160.0,200.0
flow_9_8,167.0,196.0
flow_9_9,170.0,199.0
flow_8_7,176.0,202.0
flow_19_2,180.0,216.0
flow_8_8,181.0,206.0
flow_19_3,182.0,220.0
flow_9_10,190.0,226.0
flow_9_11,193.0,230.0
flow_8_9,200.0,227.0
flow_8_10,205.0,230.0
flow_18_0,210.0,237.0
flow_9_12,210.0,246.0
flow_18_1,212.0,239.0
flow_9_13,214.0,249.0
flow_8_11,217.0,246.0
flow_9_14,237.0,266.0
flow_8_12,239.0,266.0
flow_9_15,240.0,269.0
flow_18_2,246.0,276.0
flow_18_3,248.0,280.0
flow_8_13,259.0,286.0
flow_19_4,260.0,296.0
flow_9_16,260.0,287.0
flow_8_14,262.0,289.0
flow_19_5,262.0,300.0
flow_9_17,280.0,316.0
flow_9_18,283.0,320.0
flow_8_15,290.0,317.0
flow_8_16,292.0,319.0
flow_8_17,295.0,322.0
flow_9_19,300.0,325.0
flow_19_6,300.0,356.0
flow_9_20,307.0,332.0
flow_9_21,310.0,335.0
flow_19_7,311.0,360.0
flow_8_18,320.0,345.0
flow_8_19,322.0,348.0
flow_9_22,337.0,366.0
flow_9_23,340.0,369.0
flow_8_20,349.0,374.0
flow_8_21,351.0,376.0
flow_9_24,360.0,385.0
flow_9_25,362.0,388.0
flow_9_26,370.0,395.0
flow_8_22,380.0,405.0
flow_8_23,383.0,408.0
flow_9_27,390.0,426.0
flow_8_24,399.0,426.0
flow_8_25,402.0,429.0
flow_9_28,407.0,432.0
flow_9_29,410.0,435.0
flow_8_26,417.0,442.0
flow_9_30,418.0,443.0
flow_8_27,420.0,445.0
flow_9_31,430.0,476.0
flow_9_32,442.0,480.0
flow_19_8,450.0,486.0
flow_18_4,450.0,486.0
flow_19_9,452.0,490.0
flow_18_5,452.0,490.0
flow_8_28,470.0,497.0
flow_8_29,472.0,499.0
flow_9_33,480.0,505.0
flow_9_34,482.0,508.0
flow_8_30,487.0,512.0
flow_18_6,490.0,526.0
flow_8_31,490.0,515.0
flow_18_7,492.0,530.0
flow_8_32,492.0,517.0
flow_8_33,495.0,520.0
flow_8_34,497.0,537.0
flow_9_35,500.0,536.0
flow_9_36,502.0,540.0
flow_19_10,510.0,546.0
flow_19_11,512.0,550.0
flow_19_12,530.0,586.0
flow_8_35,530.0,566.0
flow_8_36,532.0,570.0
flow_18_8,540.0,586.0
flow_9_37,540.0,566.0
flow_18_9,542.0,590.0
flow_9_38,543.0,569.0
flow_9_39,545.0,571.0
flow_9_40,547.0,574.0
flow_9_41,550.0,576.0
flow_19_13,551.0,590.0
flow_8_37,560.0,596.0
flow_8_38,562.0,600.0
flow_8_39,565.0,616.0
flow_8_40,567.0,619.0
flow_9_42,580.0,616.0
flow_9_43,583.0,620.0
flow_19_14,591.0,636.0
flow_8_41,594.0,622.0
flow_9_44,597.0,623.0
flow_8_42,597.0,625.0
flow_9_45,600.0,625.0
flow_9_46,620.0,647.0
flow_9_47,623.0,649.0
flow_18_10,629.0,656.0
flow_19_15,631.0,657.0
flow_8_43,640.0,667.0
flow_8_44,642.0,669.0
flow_18_11,660.0,696.0
flow_9_48,660.0,685.0
flow_18_12,662.0,700.0
flow_9_49,662.0,688.0
flow_9_50,667.0,716.0
flow_9_51,670.0,720.0
flow_8_45,670.0,716.0
flow_9_52,697.0,723.0
flow_19_16,700.0,736.0
flow_8_46,700.0,725.0
flow_18_13,700.0,736.0
flow_9_53,700.0,725.0
