,enter_time,leave_time
flow_17_0,1.0,29.0
flow_17_1,41.0,96.0
flow_10_0,80.0,107.0
flow_17_2,81.0,146.0
flow_10_1,82.0,109.0
flow_11_0,94.0,119.0
flow_11_1,97.0,136.0
flow_10_2,97.0,136.0
flow_10_3,100.0,140.0
flow_10_4,106.0,156.0
flow_10_5,118.0,160.0
flow_17_3,121.0,150.0
flow_11_2,147.0,172.0
flow_10_6,150.0,175.0
flow_11_3,150.0,175.0
flow_17_4,161.0,226.0
flow_10_7,167.0,206.0
flow_11_4,167.0,206.0
flow_10_8,170.0,210.0
flow_11_5,170.0,210.0
flow_11_6,172.0,212.0
flow_10_9,172.0,212.0
flow_10_10,178.0,215.0
flow_11_7,190.0,215.0
flow_11_8,197.0,236.0
flow_10_11,199.0,236.0
flow_17_5,201.0,230.0
flow_10_12,202.0,240.0
flow_11_9,220.0,245.0
flow_11_10,222.0,248.0
flow_11_11,225.0,250.0
flow_10_13,227.0,252.0
flow_10_14,230.0,255.0
flow_11_12,237.0,262.0
flow_10_15,238.0,263.0
flow_17_6,241.0,286.0
flow_10_16,250.0,275.0
flow_11_13,259.0,296.0
flow_16_0,260.0,287.0
flow_11_14,262.0,299.0
flow_10_17,270.0,297.0
flow_17_7,281.0,336.0
flow_10_18,287.0,316.0
flow_11_15,287.0,316.0
flow_11_16,290.0,319.0
flow_10_19,290.0,319.0
flow_11_17,292.0,322.0
flow_10_20,310.0,356.0
flow_10_21,317.0,360.0
flow_16_1,320.0,376.0
flow_17_8,321.0,376.0
flow_10_22,322.0,362.0
flow_11_18,340.0,365.0
flow_11_19,342.0,368.0
flow_11_20,345.0,370.0
flow_11_21,347.0,386.0
flow_10_23,350.0,386.0
flow_17_9,361.0,396.0
flow_10_24,369.0,406.0
flow_16_2,370.0,397.0
flow_16_3,372.0,399.0
flow_10_25,372.0,410.0
flow_16_4,390.0,436.0
flow_16_5,392.0,440.0
flow_10_26,400.0,425.0
flow_17_10,401.0,436.0
flow_10_27,402.0,428.0
flow_10_28,405.0,430.0
flow_10_29,407.0,456.0
flow_11_22,410.0,456.0
flow_11_23,412.0,460.0
flow_10_30,430.0,460.0
flow_10_31,433.0,462.0
flow_11_24,440.0,465.0
flow_17_11,441.0,486.0
flow_11_25,442.0,468.0
flow_11_26,445.0,470.0
flow_11_27,447.0,473.0
flow_10_32,450.0,475.0
flow_11_28,450.0,475.0
flow_11_29,452.0,478.0
flow_10_33,470.0,497.0
flow_16_6,479.0,526.0
flow_17_12,481.0,526.0
flow_16_7,481.0,530.0
flow_11_30,487.0,512.0
flow_10_34,487.0,512.0
flow_10_35,490.0,515.0
flow_11_31,490.0,515.0
flow_11_32,494.0,519.0
flow_11_33,497.0,536.0
flow_10_36,517.0,542.0
flow_10_37,520.0,545.0
flow_17_13,521.0,576.0
flow_10_38,522.0,547.0
flow_10_39,526.0,551.0
flow_11_34,540.0,565.0
flow_11_35,542.0,568.0
flow_11_36,545.0,570.0
flow_11_37,547.0,586.0
flow_10_40,550.0,586.0
flow_10_41,553.0,590.0
flow_17_14,561.0,626.0
flow_11_38,570.0,595.0
flow_11_39,572.0,598.0
flow_11_40,575.0,600.0
flow_10_42,579.0,616.0
flow_10_43,582.0,620.0
flow_10_44,586.0,636.0
flow_11_41,600.0,636.0
flow_17_15,601.0,630.0
flow_10_45,607.0,640.0
flow_10_46,610.0,656.0
flow_16_8,620.0,647.0
flow_16_9,622.0,649.0
flow_16_10,625.0,676.0
flow_10_47,640.0,665.0
flow_11_42,640.0,665.0
flow_17_16,641.0,676.0
flow_11_43,642.0,668.0
flow_11_44,645.0,670.0
flow_11_45,647.0,686.0
flow_11_46,650.0,690.0
flow_10_48,660.0,687.0
flow_10_49,662.0,689.0
flow_10_50,665.0,692.0
flow_11_47,667.0,693.0
flow_11_48,674.0,699.0
flow_11_49,677.0,726.0
flow_17_17,681.0,709.0
flow_10_51,690.0,726.0
flow_16_11,690.0,746.0
flow_16_12,692.0,750.0
flow_10_52,692.0,730.0
flow_10_53,707.0,733.0
flow_10_54,710.0,735.0
flow_11_50,710.0,735.0
flow_11_51,712.0,738.0
flow_17_18,721.0,749.0
flow_11_52,724.0,756.0
flow_11_53,727.0,760.0
flow_10_55,737.0,762.0
flow_10_56,740.0,765.0
flow_10_57,742.0,767.0
flow_11_54,759.0,786.0
flow_11_55,761.0,789.0
flow_17_19,761.0,796.0
flow_10_58,770.0,816.0
flow_16_13,770.0,797.0
flow_16_14,772.0,799.0
flow_10_59,772.0,820.0
flow_11_56,779.0,816.0
flow_11_57,782.0,819.0
flow_10_60,790.0,836.0
flow_10_61,793.0,840.0
flow_17_20,801.0,856.0
flow_10_62,819.0,844.0
flow_11_58,820.0,845.0
flow_11_59,822.0,848.0
flow_10_63,822.0,847.0
flow_11_60,840.0,867.0
flow_17_21,841.0,876.0
flow_11_61,842.0,869.0
flow_10_64,847.0,886.0
flow_10_65,850.0,890.0
flow_10_66,852.0,906.0
flow_11_62,860.0,887.0
flow_16_15,860.0,896.0
flow_11_63,862.0,889.0
flow_16_16,862.0,900.0
flow_16_17,880.0,926.0
flow_17_22,881.0,926.0
flow_11_64,889.0,914.0
flow_10_67,890.0,915.0
flow_11_65,891.0,916.0
flow_10_68,892.0,918.0
flow_17_23,921.0,1006.0
flow_11_66,930.0,966.0
flow_10_69,930.0,966.0
flow_10_70,932.0,970.0
flow_11_67,933.0,970.0
flow_10_71,935.0,972.0
flow_11_68,935.0,972.0
flow_11_69,937.0,975.0
flow_10_72,937.0,975.0
flow_16_18,940.0,1006.0
flow_10_73,940.0,977.0
flow_10_74,960.0,985.0
flow_11_70,960.0,985.0
flow_17_24,961.0,1010.0
flow_11_71,962.0,988.0
flow_10_75,967.0,992.0
flow_10_76,970.0,995.0
flow_11_72,977.0,1016.0
flow_11_73,980.0,1020.0
flow_10_77,982.0,1016.0
flow_11_74,982.0,1036.0
flow_11_75,985.0,1040.0
flow_16_19,990.0,1026.0
flow_16_20,992.0,1030.0
flow_10_78,994.0,1020.0
flow_17_25,1001.0,1029.0
flow_11_76,1024.0,1049.0
flow_11_77,1027.0,1052.0
flow_10_79,1040.0,1065.0
flow_17_26,1041.0,1096.0
flow_10_80,1042.0,1068.0
flow_10_81,1057.0,1082.0
flow_10_82,1060.0,1085.0
flow_10_83,1062.0,1087.0
flow_10_84,1066.0,1091.0
flow_11_78,1070.0,1106.0
flow_11_79,1072.0,1110.0
flow_17_27,1081.0,1116.0
flow_11_80,1090.0,1126.0
flow_11_81,1092.0,1129.0
flow_10_85,1100.0,1127.0
flow_10_86,1102.0,1129.0
flow_11_82,1110.0,1146.0
flow_11_83,1112.0,1150.0
flow_11_84,1115.0,1152.0
flow_17_28,1121.0,1186.0
flow_16_21,1130.0,1186.0
flow_10_87,1140.0,1165.0
flow_11_85,1140.0,1165.0
flow_10_88,1142.0,1168.0
flow_11_86,1142.0,1168.0
flow_11_87,1145.0,1170.0
flow_10_89,1145.0,1170.0
flow_11_88,1147.0,1196.0
flow_10_90,1147.0,1196.0
flow_11_89,1153.0,1200.0
flow_16_22,1160.0,1190.0
flow_17_29,1161.0,1190.0
flow_16_23,1162.0,1216.0
flow_10_91,1167.0,1200.0
flow_10_92,1170.0,1202.0
flow_11_90,1170.0,1202.0
flow_10_93,1174.0,1205.0
flow_10_94,1186.0,1211.0
flow_11_91,1189.0,1226.0
flow_16_24,1200.0,1266.0
flow_17_30,1201.0,1266.0
flow_16_25,1220.0,1270.0
flow_11_92,1220.0,1245.0
flow_11_93,1222.0,1248.0
flow_11_94,1225.0,1250.0
flow_11_95,1227.0,1253.0
flow_10_95,1230.0,1255.0
flow_10_96,1232.0,1258.0
flow_10_97,1235.0,1260.0
flow_10_98,1237.0,1276.0
flow_17_31,1241.0,1270.0
flow_11_96,1249.0,1276.0
flow_10_99,1257.0,1282.0
flow_10_100,1260.0,1285.0
flow_10_101,1270.0,1306.0
flow_16_26,1280.0,1316.0
flow_11_97,1280.0,1307.0
flow_17_32,1281.0,1316.0
flow_11_98,1282.0,1309.0
flow_16_27,1282.0,1320.0
flow_10_102,1282.0,1309.0
flow_11_99,1285.0,1326.0
flow_11_100,1297.0,1330.0
flow_11_101,1304.0,1332.0
flow_17_33,1321.0,1349.0
flow_11_102,1329.0,1356.0
flow_11_103,1332.0,1359.0
flow_16_28,1339.0,1406.0
flow_10_103,1340.0,1376.0
flow_16_29,1341.0,1410.0
flow_10_104,1342.0,1380.0
flow_10_105,1345.0,1382.0
flow_10_106,1347.0,1385.0
flow_11_104,1349.0,1376.0
flow_11_105,1352.0,1379.0
flow_10_107,1357.0,1387.0
flow_10_108,1360.0,1390.0
flow_17_34,1361.0,1406.0
flow_10_109,1380.0,1416.0
flow_11_106,1380.0,1416.0
flow_11_107,1383.0,1420.0
flow_17_35,1401.0,1456.0
flow_10_110,1410.0,1435.0
flow_11_108,1410.0,1435.0
flow_11_109,1412.0,1438.0
flow_10_111,1412.0,1438.0
flow_11_110,1415.0,1440.0
flow_10_112,1430.0,1466.0
flow_10_113,1432.0,1470.0
flow_11_111,1440.0,1467.0
flow_17_36,1441.0,1486.0
flow_10_114,1450.0,1475.0
flow_10_115,1452.0,1478.0
flow_11_112,1454.0,1479.0
flow_11_113,1457.0,1506.0
flow_10_116,1457.0,1506.0
flow_11_114,1459.0,1510.0
flow_16_30,1460.0,1487.0
flow_10_117,1462.0,1509.0
flow_16_31,1462.0,1489.0
flow_11_115,1465.0,1526.0
flow_17_37,1481.0,1546.0
flow_16_32,1490.0,1546.0
flow_10_118,1500.0,1527.0
flow_10_119,1502.0,1529.0
flow_11_116,1504.0,1530.0
flow_11_117,1507.0,1533.0
flow_11_118,1509.0,1535.0
flow_11_119,1513.0,1538.0
flow_10_120,1520.0,1556.0
flow_17_38,1521.0,1550.0
